<meta message track_name name='Sonate Nr. 23 Op. 57' time=0>
<meta message track_name name='Appassionata' time=0>
note_on channel=0 note=52 velocity=0 time=120
note_on channel=0 note=37 velocity=0 time=0
note_on channel=0 note=46 velocity=71 time=0
note_on channel=0 note=43 velocity=71 time=0
note_on channel=0 note=43 velocity=0 time=120
note_on channel=0 note=46 velocity=0 time=0
note_on channel=0 note=52 velocity=63 time=0
<meta message set_tempo tempo=351906 time=120>
note_on channel=0 note=52 velocity=0 time=0
note_on channel=0 note=46 velocity=71 time=0
note_on channel=0 note=43 velocity=71 time=0
note_on channel=0 note=73 velocity=106 time=0
control_change channel=0 control=64 value=0 time=8
control_change channel=0 control=64 value=127 time=89
note_on channel=0 note=43 velocity=0 time=23
note_on channel=0 note=46 velocity=0 time=0
note_on channel=0 note=52 velocity=63 time=0
note_on channel=0 note=52 velocity=0 time=120
note_on channel=0 note=73 velocity=0 time=0
note_on channel=0 note=46 velocity=71 time=0
note_on channel=0 note=43 velocity=71 time=0
note_on channel=0 note=73 velocity=100 time=0
note_on channel=0 note=43 velocity=0 time=120
note_on channel=0 note=46 velocity=0 time=0
note_on channel=0 note=52 velocity=63 time=0
note_on channel=0 note=52 velocity=0 time=120
note_on channel=0 note=73 velocity=0 time=0
note_on channel=0 note=43 velocity=71 time=0
note_on channel=0 note=46 velocity=71 time=0
note_on channel=0 note=73 velocity=100 time=0
note_on channel=0 note=46 velocity=0 time=120
note_on channel=0 note=43 velocity=0 time=0
note_on channel=0 note=52 velocity=63 time=0
note_on channel=0 note=52 velocity=0 time=120
note_on channel=0 note=73 velocity=0 time=0
note_on channel=0 note=46 velocity=71 time=0
note_on channel=0 note=43 velocity=71 time=0
note_on channel=0 note=73 velocity=105 time=0
note_on channel=0 note=43 velocity=0 time=120
note_on channel=0 note=46 velocity=0 time=0
note_on channel=0 note=52 velocity=63 time=0
note_on channel=0 note=52 velocity=0 time=120
note_on channel=0 note=43 velocity=71 time=0
note_on channel=0 note=46 velocity=71 time=0
note_on channel=0 note=46 velocity=0 time=120
note_on channel=0 note=43 velocity=0 time=0
note_on channel=0 note=52 velocity=63 time=0
<meta message set_tempo tempo=360729 time=120>
note_on channel=0 note=52 velocity=0 time=0
note_on channel=0 note=73 velocity=0 time=0
note_on channel=0 note=46 velocity=71 time=0
note_on channel=0 note=43 velocity=71 time=0
note_on channel=0 note=43 velocity=0 time=120
note_on channel=0 note=46 velocity=0 time=0
note_on channel=0 note=52 velocity=63 time=0
control_change channel=0 control=64 value=0 time=103
<meta message set_tempo tempo=351906 time=17>
note_on channel=0 note=52 velocity=0 time=0
note_on channel=0 note=46 velocity=71 time=0
note_on channel=0 note=43 velocity=71 time=0
note_on channel=0 note=37 velocity=98 time=0
control_change channel=0 control=64 value=127 time=75
note_on channel=0 note=43 velocity=0 time=45
note_on channel=0 note=46 velocity=0 time=0
note_on channel=0 note=52 velocity=63 time=0
note_on channel=0 note=52 velocity=0 time=120
note_on channel=0 note=37 velocity=0 time=0
note_on channel=0 note=46 velocity=71 time=0
note_on channel=0 note=43 velocity=71 time=0
note_on channel=0 note=37 velocity=93 time=0
note_on channel=0 note=43 velocity=0 time=120
note_on channel=0 note=46 velocity=0 time=0
note_on channel=0 note=52 velocity=63 time=0
note_on channel=0 note=52 velocity=0 time=120
note_on channel=0 note=37 velocity=0 time=0
note_on channel=0 note=43 velocity=71 time=0
note_on channel=0 note=46 velocity=71 time=0
note_on channel=0 note=37 velocity=93 time=0
note_on channel=0 note=46 velocity=0 time=120
note_on channel=0 note=43 velocity=0 time=0
note_on channel=0 note=52 velocity=63 time=0
<meta message set_tempo tempo=359604 time=120>
note_on channel=0 note=52 velocity=0 time=0
note_on channel=0 note=37 velocity=0 time=0
note_on channel=0 note=43 velocity=71 time=0
note_on channel=0 note=46 velocity=71 time=0
note_on channel=0 note=37 velocity=100 time=0
control_change channel=0 control=64 value=0 time=18
control_change channel=0 control=64 value=127 time=57
note_on channel=0 note=46 velocity=0 time=45
note_on channel=0 note=43 velocity=0 time=0
note_on channel=0 note=52 velocity=63 time=0
note_on channel=0 note=52 velocity=0 time=120
note_on channel=0 note=46 velocity=71 time=0
note_on channel=0 note=43 velocity=71 time=0
note_on channel=0 note=43 velocity=0 time=120
note_on channel=0 note=46 velocity=0 time=0
note_on channel=0 note=52 velocity=63 time=0
note_on channel=0 note=52 velocity=0 time=120
note_on channel=0 note=37 velocity=0 time=0
note_on channel=0 note=43 velocity=71 time=0
note_on channel=0 note=46 velocity=71 time=0
note_on channel=0 note=46 velocity=0 time=120
note_on channel=0 note=43 velocity=0 time=0
note_on channel=0 note=52 velocity=63 time=0
<meta message set_tempo tempo=351906 time=120>
note_on channel=0 note=52 velocity=0 time=0
note_on channel=0 note=43 velocity=71 time=0
note_on channel=0 note=46 velocity=71 time=0
note_on channel=0 note=73 velocity=106 time=0
control_change channel=0 control=64 value=0 time=23
note_on channel=0 note=46 velocity=0 time=97
note_on channel=0 note=43 velocity=0 time=0
note_on channel=0 note=52 velocity=63 time=0
control_change channel=0 control=64 value=127 time=6
note_on channel=0 note=52 velocity=0 time=114
note_on channel=0 note=73 velocity=0 time=0
note_on channel=0 note=46 velocity=71 time=0
note_on channel=0 note=43 velocity=71 time=0
note_on channel=0 note=73 velocity=100 time=0
note_on channel=0 note=43 velocity=0 time=120
note_on channel=0 note=46 velocity=0 time=0
note_on channel=0 note=52 velocity=63 time=0
note_on channel=0 note=52 velocity=0 time=120
note_on channel=0 note=73 velocity=0 time=0
note_on channel=0 note=43 velocity=71 time=0
note_on channel=0 note=46 velocity=71 time=0
note_on channel=0 note=73 velocity=100 time=0
note_on channel=0 note=46 velocity=0 time=120
note_on channel=0 note=43 velocity=0 time=0
note_on channel=0 note=52 velocity=63 time=0
note_on channel=0 note=52 velocity=0 time=120
note_on channel=0 note=73 velocity=0 time=0
note_on channel=0 note=43 velocity=71 time=0
note_on channel=0 note=46 velocity=71 time=0
note_on channel=0 note=73 velocity=105 time=0
note_on channel=0 note=46 velocity=0 time=120
note_on channel=0 note=43 velocity=0 time=0
note_on channel=0 note=52 velocity=63 time=0
note_on channel=0 note=52 velocity=0 time=120
note_on channel=0 note=43 velocity=71 time=0
note_on channel=0 note=46 velocity=71 time=0
note_on channel=0 note=46 velocity=0 time=120
note_on channel=0 note=43 velocity=0 time=0
note_on channel=0 note=52 velocity=63 time=0
<meta message set_tempo tempo=360729 time=120>
note_on channel=0 note=52 velocity=0 time=0
note_on channel=0 note=73 velocity=0 time=0
note_on channel=0 note=43 velocity=71 time=0
note_on channel=0 note=46 velocity=71 time=0
note_on channel=0 note=46 velocity=0 time=120
note_on channel=0 note=43 velocity=0 time=0
note_on channel=0 note=52 velocity=63 time=0
<meta message set_tempo tempo=351906 time=120>
note_on channel=0 note=52 velocity=0 time=0
note_on channel=0 note=46 velocity=71 time=0
note_on channel=0 note=43 velocity=71 time=0
note_on channel=0 note=37 velocity=98 time=0
control_change channel=0 control=64 value=0 time=23
control_change channel=0 control=64 value=127 time=57
note_on channel=0 note=43 velocity=0 time=40
note_on channel=0 note=46 velocity=0 time=0
note_on channel=0 note=52 velocity=63 time=0
note_on channel=0 note=52 velocity=0 time=120
note_on channel=0 note=37 velocity=0 time=0
note_on channel=0 note=43 velocity=71 time=0
note_on channel=0 note=46 velocity=71 time=0
note_on channel=0 note=37 velocity=93 time=0
note_on channel=0 note=46 velocity=0 time=120
note_on channel=0 note=43 velocity=0 time=0
note_on channel=0 note=52 velocity=63 time=0
note_on channel=0 note=52 velocity=0 time=120
note_on channel=0 note=37 velocity=0 time=0
note_on channel=0 note=46 velocity=71 time=0
note_on channel=0 note=43 velocity=71 time=0
note_on channel=0 note=37 velocity=93 time=0
note_on channel=0 note=43 velocity=0 time=120
note_on channel=0 note=46 velocity=0 time=0
note_on channel=0 note=52 velocity=63 time=0
<meta message set_tempo tempo=359604 time=120>
note_on channel=0 note=52 velocity=0 time=0
note_on channel=0 note=37 velocity=0 time=0
note_on channel=0 note=46 velocity=71 time=0
note_on channel=0 note=43 velocity=71 time=0
note_on channel=0 note=36 velocity=100 time=0
control_change channel=0 control=64 value=0 time=11
control_change channel=0 control=64 value=127 time=46
note_on channel=0 note=43 velocity=0 time=63
note_on channel=0 note=46 velocity=0 time=0
note_on channel=0 note=52 velocity=63 time=0
note_on channel=0 note=52 velocity=0 time=120
note_on channel=0 note=43 velocity=71 time=0
note_on channel=0 note=46 velocity=71 time=0
note_on channel=0 note=46 velocity=0 time=120
note_on channel=0 note=43 velocity=0 time=0
note_on channel=0 note=52 velocity=63 time=0
note_on channel=0 note=52 velocity=0 time=120
note_on channel=0 note=36 velocity=0 time=0
note_on channel=0 note=43 velocity=71 time=0
note_on channel=0 note=46 velocity=71 time=0
note_on channel=0 note=46 velocity=0 time=120
note_on channel=0 note=43 velocity=0 time=0
note_on channel=0 note=52 velocity=63 time=0
<meta message set_tempo tempo=351906 time=120>
note_on channel=0 note=52 velocity=0 time=0
note_on channel=0 note=46 velocity=71 time=0
note_on channel=0 note=43 velocity=71 time=0
note_on channel=0 note=73 velocity=106 time=0
control_change channel=0 control=64 value=0 time=12
control_change channel=0 control=64 value=127 time=74
note_on channel=0 note=43 velocity=0 time=34
note_on channel=0 note=46 velocity=0 time=0
note_on channel=0 note=52 velocity=63 time=0
note_on channel=0 note=52 velocity=0 time=120
note_on channel=0 note=73 velocity=0 time=0
note_on channel=0 note=43 velocity=71 time=0
note_on channel=0 note=46 velocity=71 time=0
note_on channel=0 note=73 velocity=100 time=0
note_on channel=0 note=46 velocity=0 time=120
note_on channel=0 note=43 velocity=0 time=0
note_on channel=0 note=52 velocity=63 time=0
note_on channel=0 note=52 velocity=0 time=120
note_on channel=0 note=73 velocity=0 time=0
note_on channel=0 note=46 velocity=71 time=0
note_on channel=0 note=43 velocity=71 time=0
note_on channel=0 note=73 velocity=100 time=0
note_on channel=0 note=43 velocity=0 time=120
note_on channel=0 note=46 velocity=0 time=0
note_on channel=0 note=52 velocity=63 time=0
note_on channel=0 note=52 velocity=0 time=120
note_on channel=0 note=73 velocity=0 time=0
note_on channel=0 note=46 velocity=71 time=0
note_on channel=0 note=43 velocity=71 time=0
note_on channel=0 note=72 velocity=105 time=0
note_on channel=0 note=43 velocity=0 time=120
note_on channel=0 note=46 velocity=0 time=0
note_on channel=0 note=52 velocity=63 time=0
note_on channel=0 note=52 velocity=0 time=120
note_on channel=0 note=43 velocity=71 time=0
note_on channel=0 note=46 velocity=71 time=0
note_on channel=0 note=46 velocity=0 time=120
note_on channel=0 note=43 velocity=0 time=0
note_on channel=0 note=52 velocity=63 time=0
<meta message set_tempo tempo=360729 time=120>
note_on channel=0 note=52 velocity=0 time=0
note_on channel=0 note=72 velocity=0 time=0
note_on channel=0 note=43 velocity=71 time=0
note_on channel=0 note=46 velocity=71 time=0
note_on channel=0 note=46 velocity=0 time=120
note_on channel=0 note=43 velocity=0 time=0
note_on channel=0 note=52 velocity=63 time=0
<meta message set_tempo tempo=351906 time=120>
note_on channel=0 note=52 velocity=0 time=0
note_on channel=0 note=46 velocity=71 time=0
note_on channel=0 note=43 velocity=71 time=0
note_on channel=0 note=37 velocity=98 time=0
control_change channel=0 control=64 value=0 time=24
control_change channel=0 control=64 value=127 time=85
note_on channel=0 note=43 velocity=0 time=11
note_on channel=0 note=46 velocity=0 time=0
note_on channel=0 note=52 velocity=63 time=0
note_on channel=0 note=52 velocity=0 time=120
note_on channel=0 note=37 velocity=0 time=0
note_on channel=0 note=43 velocity=71 time=0
note_on channel=0 note=46 velocity=71 time=0
note_on channel=0 note=37 velocity=93 time=0
note_on channel=0 note=46 velocity=0 time=120
note_on channel=0 note=43 velocity=0 time=0
note_on channel=0 note=52 velocity=63 time=0
note_on channel=0 note=52 velocity=0 time=120
note_on channel=0 note=37 velocity=0 time=0
note_on channel=0 note=43 velocity=71 time=0
note_on channel=0 note=46 velocity=71 time=0
note_on channel=0 note=37 velocity=93 time=0
note_on channel=0 note=46 velocity=0 time=120
note_on channel=0 note=43 velocity=0 time=0
note_on channel=0 note=52 velocity=63 time=0
<meta message set_tempo tempo=359604 time=120>
note_on channel=0 note=52 velocity=0 time=0
note_on channel=0 note=37 velocity=0 time=0
note_on channel=0 note=43 velocity=71 time=0
note_on channel=0 note=46 velocity=71 time=0
note_on channel=0 note=36 velocity=100 time=0
control_change channel=0 control=64 value=0 time=10
control_change channel=0 control=64 value=127 time=59
note_on channel=0 note=46 velocity=0 time=51
note_on channel=0 note=43 velocity=0 time=0
note_on channel=0 note=52 velocity=63 time=0
note_on channel=0 note=52 velocity=0 time=120
note_on channel=0 note=43 velocity=71 time=0
note_on channel=0 note=46 velocity=71 time=0
note_on channel=0 note=46 velocity=0 time=120
note_on channel=0 note=43 velocity=0 time=0
note_on channel=0 note=52 velocity=63 time=0
note_on channel=0 note=52 velocity=0 time=120
note_on channel=0 note=36 velocity=0 time=0
note_on channel=0 note=43 velocity=71 time=0
note_on channel=0 note=46 velocity=71 time=0
note_on channel=0 note=46 velocity=0 time=120
note_on channel=0 note=43 velocity=0 time=0
note_on channel=0 note=52 velocity=63 time=0
<meta message set_tempo tempo=351906 time=120>
note_on channel=0 note=52 velocity=0 time=0
note_on channel=0 note=46 velocity=71 time=0
note_on channel=0 note=43 velocity=71 time=0
note_on channel=0 note=73 velocity=106 time=0
control_change channel=0 control=64 value=0 time=17
control_change channel=0 control=64 value=127 time=75
note_on channel=0 note=43 velocity=0 time=28
note_on channel=0 note=46 velocity=0 time=0
note_on channel=0 note=52 velocity=63 time=0
note_on channel=0 note=52 velocity=0 time=120
note_on channel=0 note=73 velocity=0 time=0
note_on channel=0 note=43 velocity=71 time=0
note_on channel=0 note=46 velocity=71 time=0
note_on channel=0 note=73 velocity=100 time=0
note_on channel=0 note=46 velocity=0 time=120
note_on channel=0 note=43 velocity=0 time=0
note_on channel=0 note=52 velocity=63 time=0
note_on channel=0 note=52 velocity=0 time=120
note_on channel=0 note=73 velocity=0 time=0
note_on channel=0 note=46 velocity=71 time=0
note_on channel=0 note=43 velocity=71 time=0
note_on channel=0 note=73 velocity=100 time=0
note_on channel=0 note=43 velocity=0 time=120
note_on channel=0 note=46 velocity=0 time=0
note_on channel=0 note=52 velocity=63 time=0
note_on channel=0 note=52 velocity=0 time=120
note_on channel=0 note=73 velocity=0 time=0
note_on channel=0 note=46 velocity=71 time=0
note_on channel=0 note=43 velocity=71 time=0
note_on channel=0 note=72 velocity=105 time=0
note_on channel=0 note=43 velocity=0 time=120
note_on channel=0 note=46 velocity=0 time=0
note_on channel=0 note=52 velocity=63 time=0
note_on channel=0 note=52 velocity=0 time=120
note_on channel=0 note=43 velocity=71 time=0
note_on channel=0 note=46 velocity=71 time=0
note_on channel=0 note=46 velocity=0 time=120
note_on channel=0 note=43 velocity=0 time=0
note_on channel=0 note=52 velocity=63 time=0
<meta message set_tempo tempo=360729 time=120>
note_on channel=0 note=52 velocity=0 time=0
note_on channel=0 note=72 velocity=0 time=0
note_on channel=0 note=43 velocity=71 time=0
note_on channel=0 note=46 velocity=71 time=0
note_on channel=0 note=46 velocity=0 time=120
note_on channel=0 note=43 velocity=0 time=0
note_on channel=0 note=52 velocity=63 time=0
<meta message set_tempo tempo=386274 time=120>
note_on channel=0 note=52 velocity=0 time=0
note_on channel=0 note=43 velocity=71 time=0
note_on channel=0 note=46 velocity=71 time=0
note_on channel=0 note=37 velocity=110 time=0
control_change channel=0 control=64 value=0 time=15
control_change channel=0 control=64 value=127 time=77
note_on channel=0 note=46 velocity=0 time=28
note_on channel=0 note=43 velocity=0 time=0
note_on channel=0 note=52 velocity=63 time=0
note_on channel=0 note=52 velocity=0 time=120
note_on channel=0 note=37 velocity=0 time=0
note_on channel=0 note=46 velocity=71 time=0
note_on channel=0 note=43 velocity=71 time=0
note_on channel=0 note=37 velocity=105 time=0
note_on channel=0 note=43 velocity=0 time=120
note_on channel=0 note=46 velocity=0 time=0
note_on channel=0 note=52 velocity=63 time=0
<meta message set_tempo tempo=407249 time=120>
note_on channel=0 note=52 velocity=0 time=0
note_on channel=0 note=37 velocity=0 time=0
note_on channel=0 note=43 velocity=71 time=0
note_on channel=0 note=46 velocity=71 time=0
note_on channel=0 note=37 velocity=105 time=0
note_on channel=0 note=46 velocity=0 time=120
note_on channel=0 note=43 velocity=0 time=0
note_on channel=0 note=52 velocity=63 time=0
<meta message set_tempo tempo=366972 time=120>
note_on channel=0 note=52 velocity=0 time=0
note_on channel=0 note=37 velocity=0 time=0
note_on channel=0 note=43 velocity=65 time=0
note_on channel=0 note=52 velocity=65 time=0
note_on channel=0 note=46 velocity=65 time=0
note_on channel=0 note=36 velocity=59 time=0
control_change channel=0 control=64 value=0 time=18
note_on channel=0 note=36 velocity=0 time=202
note_on channel=0 note=36 velocity=30 time=20
note_on channel=0 note=36 velocity=0 time=220
note_on channel=0 note=46 velocity=0 time=20
note_on channel=0 note=52 velocity=0 time=0
note_on channel=0 note=43 velocity=0 time=0
note_on channel=0 note=36 velocity=30 time=0
note_on channel=0 note=36 velocity=0 time=220
note_on channel=0 note=36 velocity=32 time=20
note_on channel=0 note=36 velocity=0 time=220
note_on channel=0 note=36 velocity=27 time=20
note_on channel=0 note=36 velocity=0 time=220
note_on channel=0 note=36 velocity=27 time=20
note_on channel=0 note=36 velocity=0 time=220
note_on channel=0 note=36 velocity=30 time=20
note_on channel=0 note=36 velocity=0 time=220
note_on channel=0 note=36 velocity=24 time=20
note_on channel=0 note=36 velocity=0 time=220
note_on channel=0 note=36 velocity=24 time=20
note_on channel=0 note=36 velocity=0 time=220
note_on channel=0 note=36 velocity=28 time=20
note_on channel=0 note=36 velocity=0 time=220
note_on channel=0 note=36 velocity=22 time=20
note_on channel=0 note=36 velocity=0 time=220
note_on channel=0 note=36 velocity=22 time=20
note_on channel=0 note=36 velocity=0 time=220
<meta message set_tempo tempo=366972 time=20>
note_on channel=0 note=36 velocity=24 time=0
note_on channel=0 note=36 velocity=0 time=220
note_on channel=0 note=36 velocity=22 time=20
note_on channel=0 note=36 velocity=0 time=220
note_on channel=0 note=36 velocity=22 time=20
note_on channel=0 note=36 velocity=0 time=220
note_on channel=0 note=36 velocity=24 time=20
note_on channel=0 note=36 velocity=0 time=220
note_on channel=0 note=36 velocity=20 time=20
note_on channel=0 note=36 velocity=0 time=220
note_on channel=0 note=36 velocity=20 time=20
note_on channel=0 note=36 velocity=0 time=220
note_on channel=0 note=36 velocity=23 time=20
note_on channel=0 note=36 velocity=0 time=220
note_on channel=0 note=36 velocity=18 time=20
note_on channel=0 note=36 velocity=0 time=220
note_on channel=0 note=36 velocity=23 time=20
note_on channel=0 note=36 velocity=0 time=220
note_on channel=0 note=48 velocity=27 time=20
note_on channel=0 note=60 velocity=35 time=0
note_on channel=0 note=36 velocity=23 time=0
note_on channel=0 note=36 velocity=0 time=220
note_on channel=0 note=36 velocity=20 time=20
note_on channel=0 note=36 velocity=0 time=220
note_on channel=0 note=36 velocity=22 time=20
note_on channel=0 note=60 velocity=0 time=120
note_on channel=0 note=48 velocity=0 time=0
note_on channel=0 note=56 velocity=31 time=0
note_on channel=0 note=44 velocity=25 time=0
note_on channel=0 note=36 velocity=0 time=100
note_on channel=0 note=44 velocity=0 time=20
note_on channel=0 note=56 velocity=0 time=0
note_on channel=0 note=41 velocity=22 time=0
note_on channel=0 note=53 velocity=28 time=0
note_on channel=0 note=36 velocity=23 time=0
note_on channel=0 note=36 velocity=0 time=220
note_on channel=0 note=36 velocity=20 time=20
note_on channel=0 note=36 velocity=0 time=220
note_on channel=0 note=36 velocity=22 time=20
note_on channel=0 note=36 velocity=0 time=220
note_on channel=0 note=36 velocity=23 time=20
note_on channel=0 note=36 velocity=0 time=220
note_on channel=0 note=36 velocity=20 time=20
note_on channel=0 note=36 velocity=0 time=220
note_on channel=0 note=36 velocity=22 time=20
note_on channel=0 note=36 velocity=0 time=220
<meta message set_tempo tempo=381219 time=20>
note_on channel=0 note=36 velocity=23 time=0
note_on channel=0 note=36 velocity=0 time=220
note_on channel=0 note=36 velocity=20 time=20
note_on channel=0 note=36 velocity=0 time=220
note_on channel=0 note=36 velocity=22 time=20
note_on channel=0 note=36 velocity=0 time=220
note_on channel=0 note=53 velocity=0 time=20
note_on channel=0 note=41 velocity=0 time=0
note_on channel=0 note=56 velocity=35 time=0
note_on channel=0 note=44 velocity=27 time=0
note_on channel=0 note=36 velocity=23 time=0
note_on channel=0 note=36 velocity=0 time=220
<meta message set_tempo tempo=386548 time=20>
note_on channel=0 note=36 velocity=20 time=0
note_on channel=0 note=36 velocity=0 time=220
note_on channel=0 note=36 velocity=22 time=20
<meta message set_tempo tempo=426834 time=120>
note_on channel=0 note=44 velocity=0 time=0
note_on channel=0 note=56 velocity=0 time=0
note_on channel=0 note=48 velocity=24 time=0
note_on channel=0 note=60 velocity=30 time=0
note_on channel=0 note=36 velocity=0 time=100
<meta message set_tempo tempo=349854 time=20>
note_on channel=0 note=60 velocity=0 time=0
note_on channel=0 note=48 velocity=0 time=0
note_on channel=0 note=65 velocity=35 time=0
note_on channel=0 note=53 velocity=27 time=0
note_on channel=0 note=36 velocity=23 time=0
note_on channel=0 note=36 velocity=0 time=220
note_on channel=0 note=36 velocity=20 time=20
note_on channel=0 note=36 velocity=0 time=220
note_on channel=0 note=36 velocity=22 time=20
note_on channel=0 note=36 velocity=0 time=220
<meta message set_tempo tempo=368505 time=20>
note_on channel=0 note=53 velocity=0 time=0
note_on channel=0 note=65 velocity=0 time=0
note_on channel=0 note=68 velocity=36 time=0
note_on channel=0 note=56 velocity=28 time=0
note_on channel=0 note=36 velocity=23 time=0
note_on channel=0 note=36 velocity=0 time=220
<meta message set_tempo tempo=374298 time=20>
note_on channel=0 note=36 velocity=20 time=0
note_on channel=0 note=36 velocity=0 time=220
note_on channel=0 note=36 velocity=22 time=20
<meta message set_tempo tempo=403497 time=120>
note_on channel=0 note=56 velocity=0 time=0
note_on channel=0 note=68 velocity=0 time=0
note_on channel=0 note=72 velocity=31 time=0
note_on channel=0 note=60 velocity=25 time=0
note_on channel=0 note=36 velocity=0 time=100
<meta message set_tempo tempo=368505 time=20>
note_on channel=0 note=60 velocity=0 time=0
note_on channel=0 note=72 velocity=0 time=0
note_on channel=0 note=77 velocity=40 time=0
note_on channel=0 note=65 velocity=31 time=0
note_on channel=0 note=36 velocity=23 time=0
note_on channel=0 note=36 velocity=0 time=220
note_on channel=0 note=36 velocity=20 time=20
note_on channel=0 note=36 velocity=0 time=220
<meta message set_tempo tempo=389282 time=20>
note_on channel=0 note=36 velocity=22 time=0
note_on channel=0 note=36 velocity=0 time=220
note_on channel=0 note=65 velocity=0 time=15
note_on channel=0 note=77 velocity=0 time=0
<meta message set_tempo tempo=368505 time=5>
note_on channel=0 note=65 velocity=33 time=0
note_on channel=0 note=53 velocity=26 time=0
note_on channel=0 note=36 velocity=23 time=0
note_on channel=0 note=36 velocity=0 time=220
note_on channel=0 note=36 velocity=20 time=20
note_on channel=0 note=36 velocity=0 time=220
note_on channel=0 note=36 velocity=22 time=20
note_on channel=0 note=36 velocity=0 time=220
note_on channel=0 note=53 velocity=0 time=20
note_on channel=0 note=65 velocity=0 time=0
note_on channel=0 note=67 velocity=26 time=0
note_on channel=0 note=64 velocity=26 time=0
note_on channel=0 note=72 velocity=35 time=0
note_on channel=0 note=36 velocity=23 time=0
control_change channel=0 control=64 value=127 time=92
note_on channel=0 note=36 velocity=0 time=128
note_on channel=0 note=36 velocity=20 time=20
note_on channel=0 note=36 velocity=0 time=220
note_on channel=0 note=36 velocity=22 time=20
note_on channel=0 note=36 velocity=0 time=220
note_on channel=0 note=36 velocity=23 time=20
note_on channel=0 note=36 velocity=0 time=220
note_on channel=0 note=36 velocity=20 time=20
note_on channel=0 note=36 velocity=0 time=220
<meta message set_tempo tempo=394841 time=20>
note_on channel=0 note=72 velocity=0 time=0
note_on channel=0 note=74 velocity=33 time=0
note_on channel=0 note=36 velocity=22 time=0
note_on channel=0 note=36 velocity=0 time=220
<meta message set_tempo tempo=335196 time=20>
note_on channel=0 note=67 velocity=0 time=0
note_on channel=0 note=64 velocity=0 time=0
note_on channel=0 note=74 velocity=0 time=0
note_on channel=0 note=65 velocity=26 time=0
note_on channel=0 note=71 velocity=26 time=0
note_on channel=0 note=74 velocity=33 time=0
note_on channel=0 note=36 velocity=23 time=0
control_change channel=0 control=64 value=0 time=12
control_change channel=0 control=64 value=127 time=57
<meta message set_tempo tempo=334262 time=11>
note_on channel=0 note=74 velocity=0 time=0
note_on channel=0 note=76 velocity=29 time=0
<meta message set_tempo tempo=333333 time=80>
note_on channel=0 note=76 velocity=0 time=0
note_on channel=0 note=74 velocity=33 time=0
note_on channel=0 note=36 velocity=0 time=60
<meta message set_tempo tempo=332410 time=20>
note_on channel=0 note=74 velocity=0 time=0
note_on channel=0 note=76 velocity=29 time=0
note_on channel=0 note=36 velocity=20 time=0
<meta message set_tempo tempo=331492 time=40>
note_on channel=0 note=76 velocity=0 time=40
note_on channel=0 note=74 velocity=33 time=0
<meta message set_tempo tempo=330579 time=40>
note_on channel=0 note=74 velocity=0 time=40
note_on channel=0 note=76 velocity=30 time=0
<meta message set_tempo tempo=329670 time=40>
note_on channel=0 note=36 velocity=0 time=20
<meta message set_tempo tempo=328767 time=20>
note_on channel=0 note=76 velocity=0 time=0
note_on channel=0 note=74 velocity=33 time=0
note_on channel=0 note=36 velocity=22 time=0
<meta message set_tempo tempo=329670 time=80>
note_on channel=0 note=74 velocity=0 time=0
note_on channel=0 note=76 velocity=29 time=0
<meta message set_tempo tempo=330579 time=40>
note_on channel=0 note=76 velocity=0 time=40
note_on channel=0 note=74 velocity=33 time=0
<meta message set_tempo tempo=331492 time=40>
note_on channel=0 note=36 velocity=0 time=20
<meta message set_tempo tempo=332410 time=20>
note_on channel=0 note=74 velocity=0 time=0
note_on channel=0 note=76 velocity=30 time=0
note_on channel=0 note=36 velocity=23 time=0
<meta message set_tempo tempo=333333 time=40>
note_on channel=0 note=76 velocity=0 time=40
note_on channel=0 note=74 velocity=28 time=0
<meta message set_tempo tempo=334262 time=40>
<meta message set_tempo tempo=335196 time=40>
note_on channel=0 note=74 velocity=0 time=0
note_on channel=0 note=76 velocity=33 time=0
<meta message set_tempo tempo=336134 time=40>
<meta message set_tempo tempo=378621 time=20>
note_on channel=0 note=36 velocity=0 time=0
<meta message set_tempo tempo=379891 time=20>
note_on channel=0 note=76 velocity=0 time=0
note_on channel=0 note=74 velocity=28 time=0
note_on channel=0 note=36 velocity=20 time=0
<meta message set_tempo tempo=418760 time=120>
note_on channel=0 note=74 velocity=0 time=0
note_on channel=0 note=72 velocity=30 time=0
note_on channel=0 note=36 velocity=0 time=100
note_on channel=0 note=72 velocity=0 time=20
note_on channel=0 note=76 velocity=35 time=0
note_on channel=0 note=36 velocity=22 time=0
<meta message set_tempo tempo=458751 time=120>
note_on channel=0 note=76 velocity=0 time=0
note_on channel=0 note=74 velocity=31 time=0
note_on channel=0 note=36 velocity=0 time=100
<meta message set_tempo tempo=373832 time=20>
note_on channel=0 note=65 velocity=0 time=0
note_on channel=0 note=71 velocity=0 time=0
note_on channel=0 note=74 velocity=0 time=0
note_on channel=0 note=72 velocity=35 time=0
note_on channel=0 note=64 velocity=19 time=0
note_on channel=0 note=67 velocity=22 time=0
note_on channel=0 note=36 velocity=23 time=0
control_change channel=0 control=64 value=0 time=7
note_on channel=0 note=36 velocity=0 time=213
note_on channel=0 note=36 velocity=20 time=20
note_on channel=0 note=36 velocity=0 time=220
note_on channel=0 note=67 velocity=0 time=20
note_on channel=0 note=64 velocity=0 time=0
note_on channel=0 note=72 velocity=0 time=0
note_on channel=0 note=36 velocity=22 time=0
