<meta message track_name name='Brahms: Intermezzo Opus 117 Nr. 2' time=0>
<meta message copyright text='Copyright © 2010 by Bernd Krueger' time=0>
<meta message text text='Bernd Krueger' time=0>
<meta message text text='Andante non troppo e con molto espressione' time=0>
<meta message text text='Erstellt: 26.10.2010\n' time=0>
<meta message text text='Dauer: 3:47 Minuten\n' time=0>
<meta message time_signature numerator=3 denominator=8 clocks_per_click=12 notated_32nd_notes_per_beat=8 time=0>
<meta message key_signature key='Db' time=0>
note_on channel=0 note=72 velocity=32 time=0
note_on channel=0 note=66 velocity=32 time=0
note_on channel=0 note=49 velocity=23 time=0
control_change channel=0 control=64 value=0 time=4
control_change channel=0 control=64 value=127 time=35
note_on channel=0 note=66 velocity=0 time=21
note_on channel=0 note=72 velocity=0 time=0
note_on channel=0 note=75 velocity=0 time=0
note_on channel=0 note=65 velocity=27 time=0
note_on channel=0 note=77 velocity=28 time=30
note_on channel=0 note=80 velocity=39 time=30
control_change channel=0 control=64 value=0 time=0
note_on channel=0 note=58 velocity=22 time=120
<meta message set_tempo tempo=1583113 time=120>
note_on channel=0 note=58 velocity=0 time=0
note_on channel=0 note=59 velocity=26 time=0
<meta message set_tempo tempo=1694915 time=120>
note_on channel=0 note=77 velocity=0 time=0
note_on channel=0 note=65 velocity=0 time=0
note_on channel=0 note=80 velocity=0 time=0
note_on channel=0 note=77 velocity=40 time=0
note_on channel=0 note=73 velocity=34 time=0
control_change channel=0 control=64 value=127 time=12
<meta message set_tempo tempo=1626016 time=48>
note_on channel=0 note=73 velocity=0 time=0
note_on channel=0 note=77 velocity=0 time=0
note_on channel=0 note=66 velocity=37 time=0
note_on channel=0 note=78 velocity=41 time=30
<meta message set_tempo tempo=1583113 time=30>
note_on channel=0 note=49 velocity=0 time=0
note_on channel=0 note=82 velocity=46 time=0
note_on channel=0 note=49 velocity=35 time=0
control_change channel=0 control=64 value=0 time=11
control_change channel=0 control=64 value=127 time=32
<meta message set_tempo tempo=1694915 time=77>
note_on channel=0 note=82 velocity=0 time=0
note_on channel=0 note=66 velocity=0 time=0
note_on channel=0 note=71 velocity=35 time=0
note_on channel=0 note=75 velocity=42 time=0
control_change channel=0 control=64 value=0 time=19
note_on channel=0 note=78 velocity=0 time=11
control_change channel=0 control=64 value=127 time=16
note_on channel=0 note=71 velocity=0 time=14
note_on channel=0 note=75 velocity=0 time=0
note_on channel=0 note=65 velocity=29 time=0
note_on channel=0 note=77 velocity=30 time=30
<meta message set_tempo tempo=1583113 time=30>
note_on channel=0 note=80 velocity=42 time=0
control_change channel=0 control=64 value=0 time=0
note_on channel=0 note=59 velocity=0 time=120
note_on channel=0 note=58 velocity=22 time=0
<meta message set_tempo tempo=1635323 time=120>
note_on channel=0 note=58 velocity=0 time=0
note_on channel=0 note=59 velocity=26 time=0
<meta message set_tempo tempo=1522070 time=60>
note_on channel=0 note=80 velocity=0 time=0
note_on channel=0 note=65 velocity=0 time=0
note_on channel=0 note=77 velocity=0 time=0
note_on channel=0 note=61 velocity=30 time=0
note_on channel=0 note=73 velocity=33 time=30
<meta message set_tempo tempo=1456664 time=30>
note_on channel=0 note=77 velocity=39 time=0
control_change channel=0 control=64 value=127 time=57
<meta message set_tempo tempo=1492909 time=3>
note_on channel=0 note=61 velocity=0 time=0
<meta message set_tempo tempo=1863933 time=60>
note_on channel=0 note=49 velocity=0 time=0
note_on channel=0 note=56 velocity=0 time=0
note_on channel=0 note=73 velocity=0 time=0
note_on channel=0 note=77 velocity=0 time=0
note_on channel=0 note=71 velocity=35 time=0
note_on channel=0 note=68 velocity=29 time=0
note_on channel=0 note=49 velocity=19 time=0
note_on channel=0 note=53 velocity=19 time=0
control_change channel=0 control=64 value=0 time=20
control_change channel=0 control=64 value=127 time=35
<meta message set_tempo tempo=1603421 time=5>
note_on channel=0 note=68 velocity=0 time=0
note_on channel=0 note=71 velocity=0 time=0
note_on channel=0 note=58 velocity=19 time=0
note_on channel=0 note=70 velocity=30 time=30
<meta message set_tempo tempo=1405481 time=30>
note_on channel=0 note=73 velocity=38 time=0
control_change channel=0 control=64 value=0 time=17
control_change channel=0 control=64 value=127 time=55
<meta message set_tempo tempo=1613337 time=48>
note_on channel=0 note=73 velocity=0 time=0
note_on channel=0 note=49 velocity=0 time=0
note_on channel=0 note=59 velocity=0 time=0
note_on channel=0 note=53 velocity=0 time=0
note_on channel=0 note=70 velocity=0 time=0
note_on channel=0 note=58 velocity=0 time=0
note_on channel=0 note=65 velocity=31 time=0
note_on channel=0 note=69 velocity=40 time=0
note_on channel=0 note=42 velocity=35 time=0
control_change channel=0 control=64 value=0 time=0
control_change channel=0 control=64 value=127 time=92
note_on channel=0 note=42 velocity=0 time=28
note_on channel=0 note=49 velocity=29 time=0
<meta message set_tempo tempo=1500375 time=60>
<meta message set_tempo tempo=1600427 time=60>
note_on channel=0 note=49 velocity=0 time=0
note_on channel=0 note=54 velocity=29 time=0
note_on channel=0 note=54 velocity=0 time=120
note_on channel=0 note=69 velocity=0 time=0
note_on channel=0 note=65 velocity=0 time=0
note_on channel=0 note=70 velocity=37 time=0
note_on channel=0 note=66 velocity=37 time=0
note_on channel=0 note=61 velocity=29 time=0
note_on channel=0 note=61 velocity=0 time=120
note_on channel=0 note=66 velocity=0 time=0
note_on channel=0 note=70 velocity=0 time=0
note_on channel=0 note=70 velocity=37 time=0
note_on channel=0 note=66 velocity=37 time=0
control_change channel=0 control=64 value=0 time=6
control_change channel=0 control=64 value=127 time=69
<meta message set_tempo tempo=1667130 time=45>
note_on channel=0 note=61 velocity=29 time=0
note_on channel=0 note=49 velocity=29 time=0
<meta message set_tempo tempo=1579363 time=120>
note_on channel=0 note=49 velocity=0 time=0
note_on channel=0 note=70 velocity=0 time=0
note_on channel=0 note=66 velocity=0 time=0
note_on channel=0 note=61 velocity=0 time=0
note_on channel=0 note=66 velocity=40 time=0
note_on channel=0 note=69 velocity=40 time=0
note_on channel=0 note=62 velocity=39 time=0
note_on channel=0 note=42 velocity=28 time=0
note_on channel=0 note=50 velocity=32 time=0
control_change channel=0 control=64 value=0 time=0
note_on channel=0 note=61 velocity=29 time=120
note_on channel=0 note=49 velocity=25 time=0
note_on channel=0 note=50 velocity=0 time=12
note_on channel=0 note=62 velocity=0 time=0
note_on channel=0 note=66 velocity=0 time=108
note_on channel=0 note=42 velocity=0 time=0
note_on channel=0 note=69 velocity=0 time=0
note_on channel=0 note=66 velocity=37 time=0
note_on channel=0 note=70 velocity=37 time=0
note_on channel=0 note=60 velocity=33 time=0
note_on channel=0 note=48 velocity=27 time=0
note_on channel=0 note=42 velocity=27 time=0
note_on channel=0 note=49 velocity=0 time=12
note_on channel=0 note=61 velocity=0 time=0
note_on channel=0 note=61 velocity=29 time=108
note_on channel=0 note=49 velocity=25 time=0
note_on channel=0 note=60 velocity=0 time=12
note_on channel=0 note=48 velocity=0 time=0
note_on channel=0 note=66 velocity=0 time=108
note_on channel=0 note=42 velocity=0 time=0
note_on channel=0 note=70 velocity=0 time=0
note_on channel=0 note=62 velocity=36 time=0
note_on channel=0 note=70 velocity=38 time=0
note_on channel=0 note=66 velocity=38 time=0
note_on channel=0 note=50 velocity=30 time=0
note_on channel=0 note=42 velocity=28 time=0
note_on channel=0 note=49 velocity=0 time=12
note_on channel=0 note=61 velocity=0 time=0
<meta message set_tempo tempo=1729605 time=108>
note_on channel=0 note=61 velocity=30 time=0
note_on channel=0 note=49 velocity=26 time=0
note_on channel=0 note=62 velocity=0 time=12
note_on channel=0 note=50 velocity=0 time=0
<meta message set_tempo tempo=1613337 time=108>
note_on channel=0 note=61 velocity=0 time=0
note_on channel=0 note=66 velocity=0 time=0
note_on channel=0 note=70 velocity=0 time=0
note_on channel=0 note=49 velocity=0 time=0
note_on channel=0 note=42 velocity=0 time=0
note_on channel=0 note=63 velocity=37 time=0
note_on channel=0 note=71 velocity=48 time=0
note_on channel=0 note=68 velocity=44 time=0
note_on channel=0 note=51 velocity=31 time=0
note_on channel=0 note=41 velocity=29 time=0
note_on channel=0 note=61 velocity=33 time=120
note_on channel=0 note=49 velocity=28 time=0
note_on channel=0 note=51 velocity=0 time=12
note_on channel=0 note=63 velocity=0 time=0
note_on channel=0 note=71 velocity=0 time=108
note_on channel=0 note=41 velocity=0 time=0
note_on channel=0 note=68 velocity=0 time=0
note_on channel=0 note=70 velocity=42 time=0
note_on channel=0 note=66 velocity=42 time=0
note_on channel=0 note=60 velocity=40 time=0
note_on channel=0 note=42 velocity=31 time=0
note_on channel=0 note=48 velocity=34 time=0
note_on channel=0 note=49 velocity=0 time=12
note_on channel=0 note=61 velocity=0 time=0
note_on channel=0 note=61 velocity=36 time=108
note_on channel=0 note=49 velocity=31 time=0
note_on channel=0 note=60 velocity=0 time=12
note_on channel=0 note=48 velocity=0 time=0
note_on channel=0 note=70 velocity=0 time=108
note_on channel=0 note=42 velocity=0 time=0
note_on channel=0 note=66 velocity=0 time=0
note_on channel=0 note=67 velocity=47 time=0
note_on channel=0 note=55 velocity=47 time=0
note_on channel=0 note=63 velocity=49 time=0
note_on channel=0 note=46 velocity=35 time=0
note_on channel=0 note=51 velocity=41 time=0
note_on channel=0 note=49 velocity=0 time=12
note_on channel=0 note=61 velocity=0 time=0
note_on channel=0 note=51 velocity=0 time=108
note_on channel=0 note=61 velocity=40 time=0
note_on channel=0 note=49 velocity=35 time=0
note_on channel=0 note=63 velocity=0 time=12
<meta message set_tempo tempo=2314815 time=48>
<meta message set_tempo tempo=1591934 time=49>
<meta message set_tempo tempo=1635323 time=11>
note_on channel=0 note=61 velocity=0 time=0
note_on channel=0 note=46 velocity=0 time=0
note_on channel=0 note=55 velocity=0 time=0
note_on channel=0 note=67 velocity=0 time=0
note_on channel=0 note=65 velocity=56 time=0
note_on channel=0 note=68 velocity=62 time=0
note_on channel=0 note=56 velocity=62 time=0
note_on channel=0 note=44 velocity=42 time=0
note_on channel=0 note=65 velocity=0 time=120
note_on channel=0 note=49 velocity=0 time=0
note_on channel=0 note=61 velocity=41 time=0
note_on channel=0 note=53 velocity=35 time=0
<meta message set_tempo tempo=1571092 time=97>
note_on channel=0 note=56 velocity=0 time=23
note_on channel=0 note=44 velocity=0 time=0
note_on channel=0 note=68 velocity=0 time=0
note_on channel=0 note=60 velocity=45 time=0
note_on channel=0 note=54 velocity=47 time=0
note_on channel=0 note=66 velocity=47 time=0
note_on channel=0 note=51 velocity=37 time=0
note_on channel=0 note=44 velocity=36 time=0
<meta message set_tempo tempo=1613337 time=1>
note_on channel=0 note=61 velocity=0 time=11
note_on channel=0 note=53 velocity=0 time=0
<meta message set_tempo tempo=1635323 time=37>
<meta message set_tempo tempo=1657917 time=48>
note_on channel=0 note=60 velocity=0 time=23
note_on channel=0 note=58 velocity=34 time=0
note_on channel=0 note=49 velocity=29 time=0
note_on channel=0 note=51 velocity=0 time=12
<meta message set_tempo tempo=1681143 time=13>
<meta message set_tempo tempo=1705030 time=48>
<meta message set_tempo tempo=1729605 time=36>
note_on channel=0 note=56 velocity=38 time=11
note_on channel=0 note=48 velocity=33 time=0
<meta message set_tempo tempo=1705030 time=1>
note_on channel=0 note=58 velocity=0 time=11
note_on channel=0 note=49 velocity=0 time=0
<meta message set_tempo tempo=1729605 time=13>
<meta message set_tempo tempo=1754899 time=12>
<meta message set_tempo tempo=1780944 time=12>
<meta message set_tempo tempo=1807773 time=12>
<meta message set_tempo tempo=1835424 time=12>
<meta message set_tempo tempo=1863933 time=12>
<meta message set_tempo tempo=1893342 time=12>
<meta message set_tempo tempo=1923693 time=12>
<meta message set_tempo tempo=2314815 time=11>
note_on channel=0 note=44 velocity=0 time=0
note_on channel=0 note=48 velocity=0 time=0
note_on channel=0 note=60 velocity=30 time=0
note_on channel=0 note=44 velocity=26 time=0
note_on channel=0 note=56 velocity=0 time=12
<meta message set_tempo tempo=2206694 time=85>
<meta message set_tempo tempo=2248033 time=12>
<meta message set_tempo tempo=2228826 time=11>
note_on channel=0 note=60 velocity=0 time=0
note_on channel=0 note=54 velocity=0 time=0
note_on channel=0 note=66 velocity=0 time=0
note_on channel=0 note=65 velocity=32 time=0
note_on channel=0 note=53 velocity=32 time=0
note_on channel=0 note=63 velocity=23 time=0
note_on channel=0 note=37 velocity=23 time=0
<meta message set_tempo tempo=2290951 time=1>
control_change channel=0 control=64 value=127 time=59
<meta message set_tempo tempo=3047232 time=180>
note_on channel=0 note=63 velocity=0 time=0
note_on channel=0 note=61 velocity=20 time=0
control_change channel=0 control=64 value=0 time=13
note_on channel=0 note=61 velocity=0 time=107
<meta message set_tempo tempo=1519372 time=60>
note_on channel=0 note=37 velocity=0 time=0
note_on channel=0 note=44 velocity=0 time=0
note_on channel=0 note=65 velocity=0 time=0
note_on channel=0 note=53 velocity=0 time=0
note_on channel=0 note=73 velocity=25 time=0
note_on channel=0 note=61 velocity=21 time=0
note_on channel=0 note=49 velocity=15 time=0
<meta message set_tempo tempo=1600427 time=60>
note_on channel=0 note=49 velocity=0 time=0
note_on channel=0 note=61 velocity=0 time=0
note_on channel=0 note=73 velocity=0 time=0
note_on channel=0 note=72 velocity=29 time=0
note_on channel=0 note=60 velocity=24 time=0
note_on channel=0 note=48 velocity=24 time=0
note_on channel=0 note=48 velocity=0 time=60
note_on channel=0 note=60 velocity=0 time=0
note_on channel=0 note=72 velocity=0 time=0
<meta message set_tempo tempo=1481847 time=120>
<meta message marker text='Teil 3' time=0>
note_on channel=0 note=72 velocity=28 time=0
note_on channel=0 note=60 velocity=23 time=0
note_on channel=0 note=48 velocity=15 time=0
<meta message set_tempo tempo=1579363 time=60>
note_on channel=0 note=48 velocity=0 time=0
note_on channel=0 note=60 velocity=0 time=0
note_on channel=0 note=72 velocity=0 time=0
note_on channel=0 note=58 velocity=12 time=0
note_on channel=0 note=70 velocity=15 time=0
note_on channel=0 note=46 velocity=22 time=0
note_on channel=0 note=46 velocity=0 time=180
note_on channel=0 note=40 velocity=21 time=0
<meta message set_tempo tempo=1511716 time=60>
note_on channel=0 note=40 velocity=0 time=0
note_on channel=0 note=70 velocity=0 time=0
note_on channel=0 note=58 velocity=0 time=0
note_on channel=0 note=65 velocity=31 time=0
note_on channel=0 note=41 velocity=26 time=0
control_change channel=0 control=64 value=127 time=37
note_on channel=0 note=41 velocity=0 time=23
note_on channel=0 note=45 velocity=21 time=0
note_on channel=0 note=45 velocity=0 time=60
note_on channel=0 note=53 velocity=25 time=0
<meta message set_tempo tempo=1591934 time=60>
note_on channel=0 note=53 velocity=0 time=0
note_on channel=0 note=41 velocity=21 time=0
<meta message set_tempo tempo=1492909 time=60>
note_on channel=0 note=41 velocity=0 time=0
note_on channel=0 note=65 velocity=0 time=0
note_on channel=0 note=42 velocity=28 time=0
control_change channel=0 control=64 value=0 time=9
control_change channel=0 control=64 value=127 time=23
note_on channel=0 note=42 velocity=0 time=28
note_on channel=0 note=46 velocity=21 time=0
note_on channel=0 note=46 velocity=0 time=60
note_on channel=0 note=54 velocity=21 time=0
control_change channel=0 control=64 value=0 time=35
<meta message set_tempo tempo=1635323 time=25>
note_on channel=0 note=54 velocity=0 time=0
note_on channel=0 note=77 velocity=27 time=0
<meta message set_tempo tempo=1456664 time=60>
note_on channel=0 note=76 velocity=34 time=0
control_change channel=0 control=64 value=127 time=0
note_on channel=0 note=77 velocity=0 time=10
note_on channel=0 note=76 velocity=0 time=50
note_on channel=0 note=73 velocity=28 time=0
note_on channel=0 note=73 velocity=0 time=60
note_on channel=0 note=64 velocity=29 time=0
<meta message set_tempo tempo=1613337 time=60>
note_on channel=0 note=64 velocity=0 time=0
note_on channel=0 note=76 velocity=24 time=0
note_on channel=0 note=54 velocity=21 time=0
control_change channel=0 control=64 value=0 time=13
<meta message set_tempo tempo=1474564 time=47>
note_on channel=0 note=75 velocity=31 time=0
note_on channel=0 note=55 velocity=26 time=0
note_on channel=0 note=54 velocity=0 time=10
note_on channel=0 note=76 velocity=0 time=0
control_change channel=0 control=64 value=127 time=33
note_on channel=0 note=75 velocity=0 time=17
note_on channel=0 note=55 velocity=0 time=0
note_on channel=0 note=73 velocity=25 time=0
note_on channel=0 note=58 velocity=21 time=0
note_on channel=0 note=58 velocity=0 time=60
note_on channel=0 note=73 velocity=0 time=0
note_on channel=0 note=63 velocity=25 time=0
note_on channel=0 note=67 velocity=25 time=0
<meta message set_tempo tempo=1591934 time=60>
note_on channel=0 note=67 velocity=0 time=0
note_on channel=0 note=63 velocity=0 time=0
note_on channel=0 note=55 velocity=21 time=0
control_change channel=0 control=64 value=0 time=7
<meta message set_tempo tempo=1474564 time=53>
note_on channel=0 note=56 velocity=28 time=0
note_on channel=0 note=55 velocity=0 time=10
control_change channel=0 control=64 value=127 time=30
note_on channel=0 note=56 velocity=0 time=20
note_on channel=0 note=60 velocity=21 time=0
note_on channel=0 note=60 velocity=0 time=60
note_on channel=0 note=68 velocity=21 time=0
control_change channel=0 control=64 value=0 time=0
<meta message set_tempo tempo=1531003 time=60>
note_on channel=0 note=68 velocity=0 time=0
note_on channel=0 note=80 velocity=27 time=0
<meta message set_tempo tempo=1456664 time=60>
note_on channel=0 note=78 velocity=34 time=0
control_change channel=0 control=64 value=127 time=0
note_on channel=0 note=80 velocity=0 time=10
note_on channel=0 note=78 velocity=0 time=50
note_on channel=0 note=75 velocity=28 time=0
note_on channel=0 note=75 velocity=0 time=60
note_on channel=0 note=66 velocity=29 time=0
<meta message set_tempo tempo=1613337 time=60>
note_on channel=0 note=66 velocity=0 time=0
note_on channel=0 note=78 velocity=24 time=0
note_on channel=0 note=44 velocity=21 time=0
control_change channel=0 control=64 value=0 time=13
<meta message set_tempo tempo=1474564 time=47>
note_on channel=0 note=77 velocity=31 time=0
note_on channel=0 note=45 velocity=26 time=0
note_on channel=0 note=44 velocity=0 time=10
note_on channel=0 note=78 velocity=0 time=0
control_change channel=0 control=64 value=127 time=33
note_on channel=0 note=77 velocity=0 time=17
note_on channel=0 note=45 velocity=0 time=0
note_on channel=0 note=75 velocity=25 time=0
note_on channel=0 note=48 velocity=21 time=0
note_on channel=0 note=48 velocity=0 time=60
note_on channel=0 note=75 velocity=0 time=0
note_on channel=0 note=65 velocity=25 time=0
note_on channel=0 note=57 velocity=25 time=0
<meta message set_tempo tempo=1591934 time=60>
note_on channel=0 note=57 velocity=0 time=0
note_on channel=0 note=65 velocity=0 time=0
note_on channel=0 note=45 velocity=21 time=0
control_change channel=0 control=64 value=0 time=7
<meta message set_tempo tempo=1492909 time=53>
note_on channel=0 note=46 velocity=28 time=0
note_on channel=0 note=45 velocity=0 time=10
control_change channel=0 control=64 value=127 time=30
note_on channel=0 note=46 velocity=0 time=20
note_on channel=0 note=50 velocity=21 time=0
note_on channel=0 note=50 velocity=0 time=60
note_on channel=0 note=58 velocity=21 time=0
control_change channel=0 control=64 value=0 time=0
<meta message set_tempo tempo=1657917 time=60>
note_on channel=0 note=58 velocity=0 time=0
note_on channel=0 note=82 velocity=27 time=0
<meta message set_tempo tempo=1439194 time=60>
note_on channel=0 note=80 velocity=34 time=0
control_change channel=0 control=64 value=127 time=0
note_on channel=0 note=82 velocity=0 time=10
note_on channel=0 note=80 velocity=0 time=50
note_on channel=0 note=77 velocity=28 time=0
note_on channel=0 note=58 velocity=21 time=0
note_on channel=0 note=58 velocity=0 time=60
note_on channel=0 note=77 velocity=0 time=0
note_on channel=0 note=68 velocity=30 time=0
note_on channel=0 note=59 velocity=28 time=0
control_change channel=0 control=64 value=0 time=7
<meta message set_tempo tempo=1422138 time=53>
note_on channel=0 note=59 velocity=0 time=0
note_on channel=0 note=68 velocity=0 time=0
note_on channel=0 note=62 velocity=23 time=0
<meta message set_tempo tempo=1550788 time=60>
note_on channel=0 note=62 velocity=0 time=0
note_on channel=0 note=71 velocity=35 time=0
<meta message set_tempo tempo=1439194 time=60>
note_on channel=0 note=71 velocity=0 time=0
note_on channel=0 note=82 velocity=37 time=0
note_on channel=0 note=59 velocity=29 time=0
note_on channel=0 note=80 velocity=45 time=60
note_on channel=0 note=60 velocity=38 time=0
note_on channel=0 note=59 velocity=0 time=10
note_on channel=0 note=82 velocity=0 time=0
control_change channel=0 control=64 value=127 time=25
note_on channel=0 note=80 velocity=0 time=25
note_on channel=0 note=60 velocity=0 time=0
note_on channel=0 note=77 velocity=41 time=0
note_on channel=0 note=65 velocity=26 time=0
note_on channel=0 note=65 velocity=0 time=60
note_on channel=0 note=77 velocity=0 time=0
note_on channel=0 note=68 velocity=51 time=0
note_on channel=0 note=72 velocity=38 time=0
control_change channel=0 control=64 value=0 time=12
note_on channel=0 note=72 velocity=0 time=48
note_on channel=0 note=68 velocity=0 time=0
note_on channel=0 note=60 velocity=31 time=0
note_on channel=0 note=61 velocity=41 time=60
note_on channel=0 note=60 velocity=0 time=6
<meta message set_tempo tempo=1613337 time=54>
note_on channel=0 note=82 velocity=49 time=0
note_on channel=0 note=65 velocity=30 time=0
note_on channel=0 note=61 velocity=0 time=6
<meta message set_tempo tempo=1412097 time=36>
note_on channel=0 note=80 velocity=43 time=18
note_on channel=0 note=73 velocity=29 time=0
note_on channel=0 note=65 velocity=0 time=6
note_on channel=0 note=82 velocity=0 time=0
control_change channel=0 control=64 value=127 time=3
note_on channel=0 note=80 velocity=0 time=51
note_on channel=0 note=73 velocity=0 time=0
note_on channel=0 note=77 velocity=32 time=0
note_on channel=0 note=77 velocity=0 time=60
note_on channel=0 note=71 velocity=28 time=0
control_change channel=0 control=64 value=0 time=4
<meta message set_tempo tempo=1395673 time=8>
note_on channel=0 note=70 velocity=31 time=48
note_on channel=0 note=71 velocity=0 time=6
note_on channel=0 note=68 velocity=36 time=54
note_on channel=0 note=70 velocity=0 time=6
control_change channel=0 control=64 value=127 time=20
<meta message set_tempo tempo=1379628 time=16>
note_on channel=0 note=68 velocity=0 time=18
note_on channel=0 note=65 velocity=29 time=0
note_on channel=0 note=65 velocity=0 time=60
note_on channel=0 note=59 velocity=27 time=0
control_change channel=0 control=64 value=0 time=3
note_on channel=0 note=58 velocity=29 time=57
note_on channel=0 note=59 velocity=0 time=6
<meta message set_tempo tempo=1363946 time=6>
note_on channel=0 note=56 velocity=31 time=48
note_on channel=0 note=58 velocity=0 time=6
control_change channel=0 control=64 value=127 time=14
note_on channel=0 note=53 velocity=28 time=40
note_on channel=0 note=56 velocity=0 time=6
note_on channel=0 note=53 velocity=0 time=54
note_on channel=0 note=47 velocity=29 time=0
control_change channel=0 control=64 value=0 time=5
<meta message set_tempo tempo=1463772 time=55>
note_on channel=0 note=47 velocity=0 time=0
note_on channel=0 note=36 velocity=27 time=0
<meta message set_tempo tempo=1363946 time=60>
note_on channel=0 note=37 velocity=34 time=0
note_on channel=0 note=36 velocity=0 time=6
control_change channel=0 control=64 value=127 time=9
note_on channel=0 note=37 velocity=0 time=45
note_on channel=0 note=44 velocity=30 time=0
note_on channel=0 note=44 velocity=0 time=60
note_on channel=0 note=47 velocity=30 time=0
control_change channel=0 control=64 value=0 time=5
note_on channel=0 note=48 velocity=36 time=55
note_on channel=0 note=47 velocity=0 time=6
<meta message set_tempo tempo=1327727 time=18>
<meta message set_tempo tempo=1333630 time=3>
<meta message set_tempo tempo=1363946 time=15>
note_on channel=0 note=49 velocity=29 time=18
note_on channel=0 note=48 velocity=0 time=6
control_change channel=0 control=64 value=127 time=34
note_on channel=0 note=49 velocity=0 time=20
note_on channel=0 note=56 velocity=26 time=0
<meta message set_tempo tempo=1379628 time=57>
note_on channel=0 note=56 velocity=0 time=3
note_on channel=0 note=59 velocity=30 time=0
control_change channel=0 control=64 value=0 time=12
note_on channel=0 note=60 velocity=32 time=48
note_on channel=0 note=59 velocity=0 time=6
note_on channel=0 note=61 velocity=36 time=54
note_on channel=0 note=60 velocity=0 time=6
<meta message set_tempo tempo=1395673 time=6>
control_change channel=0 control=64 value=127 time=20
note_on channel=0 note=61 velocity=0 time=28
note_on channel=0 note=68 velocity=32 time=0
note_on channel=0 note=68 velocity=0 time=60
note_on channel=0 note=71 velocity=26 time=0
control_change channel=0 control=64 value=0 time=15
<meta message set_tempo tempo=1412097 time=12>
<meta message set_tempo tempo=1428912 time=30>
<meta message set_tempo tempo=1657917 time=3>
note_on channel=0 note=71 velocity=0 time=0
note_on channel=0 note=80 velocity=34 time=0
<meta message set_tempo tempo=1389210 time=49>
note_on channel=0 note=79 velocity=34 time=11
note_on channel=0 note=80 velocity=0 time=6
control_change channel=0 control=64 value=127 time=3
<meta message set_tempo tempo=1373312 time=3>
note_on channel=0 note=79 velocity=0 time=48
note_on channel=0 note=76 velocity=30 time=0
note_on channel=0 note=76 velocity=0 time=60
note_on channel=0 note=70 velocity=27 time=0
control_change channel=0 control=64 value=0 time=4
note_on channel=0 note=68 velocity=28 time=56
note_on channel=0 note=70 velocity=0 time=6
note_on channel=0 note=67 velocity=33 time=54
note_on channel=0 note=68 velocity=0 time=6
<meta message set_tempo tempo=1389210 time=6>
control_change channel=0 control=64 value=127 time=14
note_on channel=0 note=67 velocity=0 time=34
note_on channel=0 note=64 velocity=27 time=0
note_on channel=0 note=64 velocity=0 time=60
note_on channel=0 note=58 velocity=24 time=0
control_change channel=0 control=64 value=0 time=3
note_on channel=0 note=56 velocity=26 time=57
note_on channel=0 note=58 velocity=0 time=6
<meta message set_tempo tempo=1395673 time=54>
note_on channel=0 note=55 velocity=27 time=0
note_on channel=0 note=56 velocity=0 time=6
control_change channel=0 control=64 value=127 time=14
<meta message set_tempo tempo=1428912 time=40>
note_on channel=0 note=55 velocity=0 time=0
note_on channel=0 note=52 velocity=24 time=0
<meta message set_tempo tempo=1395673 time=60>
note_on channel=0 note=52 velocity=0 time=0
note_on channel=0 note=46 velocity=25 time=0
control_change channel=0 control=64 value=0 time=5
note_on channel=0 note=46 velocity=0 time=55
note_on channel=0 note=35 velocity=22 time=0
<meta message set_tempo tempo=1389210 time=48>
<meta message set_tempo tempo=1422138 time=12>
note_on channel=0 note=36 velocity=28 time=0
note_on channel=0 note=35 velocity=0 time=6
control_change channel=0 control=64 value=127 time=9
note_on channel=0 note=36 velocity=0 time=45
note_on channel=0 note=43 velocity=25 time=0
note_on channel=0 note=43 velocity=0 time=60
note_on channel=0 note=46 velocity=25 time=0
control_change channel=0 control=64 value=0 time=5
<meta message set_tempo tempo=1439194 time=7>
note_on channel=0 note=47 velocity=29 time=48
note_on channel=0 note=46 velocity=0 time=6
note_on channel=0 note=48 velocity=23 time=54
note_on channel=0 note=47 velocity=0 time=6
<meta message set_tempo tempo=1456664 time=6>
<meta message set_tempo tempo=1474564 time=24>
control_change channel=0 control=64 value=127 time=4
note_on channel=0 note=48 velocity=0 time=20
note_on channel=0 note=55 velocity=21 time=0
<meta message set_tempo tempo=1492909 time=24>
note_on channel=0 note=55 velocity=0 time=36
note_on channel=0 note=58 velocity=23 time=0
control_change channel=0 control=64 value=0 time=12
<meta message set_tempo tempo=1511716 time=12>
note_on channel=0 note=59 velocity=25 time=36
note_on channel=0 note=58 velocity=0 time=6
<meta message set_tempo tempo=1531003 time=18>
note_on channel=0 note=60 velocity=28 time=36
note_on channel=0 note=59 velocity=0 time=6
<meta message set_tempo tempo=1550788 time=6>
control_change channel=0 control=64 value=127 time=20
note_on channel=0 note=60 velocity=0 time=28
note_on channel=0 note=67 velocity=24 time=0
<meta message set_tempo tempo=1571092 time=12>
<meta message set_tempo tempo=1591934 time=48>
<meta message set_tempo tempo=1463772 time=0>
note_on channel=0 note=67 velocity=0 time=0
note_on channel=0 note=76 velocity=27 time=0
note_on channel=0 note=79 velocity=27 time=0
note_on channel=0 note=82 velocity=27 time=0
note_on channel=0 note=85 velocity=34 time=0
note_on channel=0 note=70 velocity=20 time=0
control_change channel=0 control=64 value=0 time=15
control_change channel=0 control=64 value=127 time=28
note_on channel=0 note=70 velocity=0 time=17
