<meta message track_name name='Sonata No.14 in cis-Moll, Op. 27/2 - 1. Satz' time=0>
<meta message track_name name='Mondscheinsonate; der Gräfin Giulietta Guiccardi gewidmet' time=0>
<meta message copyright text='Coypright Bernd Krueger http://www.piano-midi.de' time=0>
<meta message text text='Ludwig van Beethoven' time=0>
<meta message text text='Fertiggestellt am 25.10.97\n' time=0>
<meta message text text="Pan's auf Standard am 18.1.98\n" time=0>
<meta message text text='Tempoänderungen am 31.1.98\n' time=0>
<meta message text text='Update am 17.8.99\n' time=0>
<meta message text text='Update am 8.1.00\n' time=0>
<meta message text text='Update am 27.10.01\n' time=0>
<meta message text text='Normierung: 23.12.2002\n' time=0>
<meta message text text='Update am 3.6.2012\n' time=0>
<meta message text text='Dauer: 6:02 Minuten\n' time=0>
<meta message time_signature numerator=4 denominator=4 clocks_per_click=24 notated_32nd_notes_per_beat=8 time=0>
<meta message key_signature key='E' time=0>
note_on channel=0 note=66 velocity=0 time=0
note_on channel=0 note=69 velocity=45 time=0
<meta message set_tempo tempo=1235839 time=160>
note_on channel=0 note=69 velocity=0 time=0
note_on channel=0 note=42 velocity=0 time=0
note_on channel=0 note=54 velocity=0 time=0
note_on channel=0 note=73 velocity=0 time=0
note_on channel=0 note=72 velocity=61 time=0
note_on channel=0 note=60 velocity=46 time=0
note_on channel=0 note=51 velocity=46 time=0
note_on channel=0 note=39 velocity=46 time=0
control_change channel=0 control=64 value=0 time=16
control_change channel=0 control=64 value=127 time=70
note_on channel=0 note=60 velocity=0 time=74
note_on channel=0 note=66 velocity=42 time=0
note_on channel=0 note=66 velocity=0 time=160
note_on channel=0 note=69 velocity=41 time=0
<meta message set_tempo tempo=1305767 time=160>
note_on channel=0 note=69 velocity=0 time=0
note_on channel=0 note=72 velocity=0 time=0
note_on channel=0 note=51 velocity=0 time=0
note_on channel=0 note=39 velocity=0 time=0
note_on channel=0 note=73 velocity=63 time=0
note_on channel=0 note=61 velocity=47 time=0
note_on channel=0 note=37 velocity=46 time=0
note_on channel=0 note=49 velocity=46 time=0
control_change channel=0 control=64 value=0 time=18
control_change channel=0 control=64 value=127 time=91
note_on channel=0 note=61 velocity=0 time=51
note_on channel=0 note=66 velocity=42 time=0
<meta message set_tempo tempo=1595745 time=160>
note_on channel=0 note=66 velocity=0 time=0
note_on channel=0 note=69 velocity=42 time=0
<meta message set_tempo tempo=1336005 time=160>
note_on channel=0 note=69 velocity=0 time=0
note_on channel=0 note=73 velocity=0 time=0
note_on channel=0 note=37 velocity=0 time=0
note_on channel=0 note=49 velocity=0 time=0
note_on channel=0 note=75 velocity=65 time=0
note_on channel=0 note=63 velocity=52 time=0
note_on channel=0 note=36 velocity=50 time=0
note_on channel=0 note=44 velocity=50 time=0
note_on channel=0 note=48 velocity=50 time=0
control_change channel=0 control=64 value=0 time=16
control_change channel=0 control=64 value=127 time=90
<meta message set_tempo tempo=1262626 time=54>
note_on channel=0 note=63 velocity=0 time=0
note_on channel=0 note=66 velocity=50 time=0
note_on channel=0 note=66 velocity=0 time=160
note_on channel=0 note=68 velocity=48 time=0
<meta message set_tempo tempo=1209190 time=160>
note_on channel=0 note=68 velocity=0 time=0
note_on channel=0 note=63 velocity=53 time=0
<meta message set_tempo tempo=1172333 time=160>
note_on channel=0 note=63 velocity=0 time=0
note_on channel=0 note=66 velocity=50 time=0
note_on channel=0 note=66 velocity=0 time=160
note_on channel=0 note=68 velocity=50 time=0
<meta message set_tempo tempo=1221996 time=160>
note_on channel=0 note=68 velocity=0 time=0
note_on channel=0 note=63 velocity=56 time=0
<meta message set_tempo tempo=1196649 time=160>
note_on channel=0 note=63 velocity=0 time=0
note_on channel=0 note=66 velocity=52 time=0
<meta message set_tempo tempo=1384402 time=160>
note_on channel=0 note=66 velocity=0 time=0
note_on channel=0 note=68 velocity=52 time=0
<meta message set_tempo tempo=1320713 time=160>
note_on channel=0 note=68 velocity=0 time=0
note_on channel=0 note=44 velocity=0 time=0
note_on channel=0 note=75 velocity=0 time=0
note_on channel=0 note=36 velocity=0 time=0
note_on channel=0 note=48 velocity=0 time=0
note_on channel=0 note=75 velocity=72 time=0
note_on channel=0 note=63 velocity=57 time=0
note_on channel=0 note=36 velocity=48 time=0
note_on channel=0 note=44 velocity=48 time=0
note_on channel=0 note=48 velocity=48 time=0
note_on channel=0 note=63 velocity=0 time=160
note_on channel=0 note=66 velocity=56 time=0
<meta message set_tempo tempo=1665279 time=160>
note_on channel=0 note=66 velocity=0 time=0
note_on channel=0 note=68 velocity=56 time=0
<meta message set_tempo tempo=1320713 time=160>
note_on channel=0 note=68 velocity=0 time=0
note_on channel=0 note=44 velocity=0 time=0
note_on channel=0 note=75 velocity=0 time=0
note_on channel=0 note=36 velocity=0 time=0
note_on channel=0 note=48 velocity=0 time=0
note_on channel=0 note=76 velocity=86 time=0
note_on channel=0 note=64 velocity=61 time=0
note_on channel=0 note=37 velocity=55 time=0
note_on channel=0 note=44 velocity=55 time=0
note_on channel=0 note=49 velocity=55 time=0
control_change channel=0 control=64 value=0 time=16
control_change channel=0 control=64 value=127 time=47
<meta message set_tempo tempo=1221996 time=97>
note_on channel=0 note=64 velocity=0 time=0
note_on channel=0 note=68 velocity=57 time=0
note_on channel=0 note=68 velocity=0 time=160
note_on channel=0 note=73 velocity=55 time=0
<meta message set_tempo tempo=1290323 time=160>
note_on channel=0 note=73 velocity=0 time=0
note_on channel=0 note=64 velocity=52 time=0
<meta message set_tempo tempo=1262626 time=160>
note_on channel=0 note=64 velocity=0 time=0
note_on channel=0 note=68 velocity=48 time=0
<meta message set_tempo tempo=1532176 time=160>
note_on channel=0 note=68 velocity=0 time=0
note_on channel=0 note=73 velocity=48 time=0
<meta message set_tempo tempo=1436438 time=160>
note_on channel=0 note=73 velocity=0 time=0
note_on channel=0 note=49 velocity=0 time=0
note_on channel=0 note=76 velocity=0 time=0
note_on channel=0 note=37 velocity=0 time=0
note_on channel=0 note=44 velocity=0 time=0
note_on channel=0 note=75 velocity=65 time=0
note_on channel=0 note=63 velocity=45 time=0
note_on channel=0 note=42 velocity=46 time=0
note_on channel=0 note=30 velocity=46 time=0
control_change channel=0 control=64 value=0 time=23
<meta message set_tempo tempo=1351656 time=97>
control_change channel=0 control=64 value=127 time=6
note_on channel=0 note=63 velocity=0 time=34
note_on channel=0 note=66 velocity=41 time=0
note_on channel=0 note=66 velocity=0 time=160
note_on channel=0 note=69 velocity=41 time=0
<meta message set_tempo tempo=1573564 time=160>
note_on channel=0 note=69 velocity=0 time=0
note_on channel=0 note=75 velocity=0 time=0
note_on channel=0 note=42 velocity=0 time=0
note_on channel=0 note=30 velocity=0 time=0
note_on channel=0 note=73 velocity=56 time=0
note_on channel=0 note=61 velocity=40 time=0
note_on channel=0 note=31 velocity=45 time=0
note_on channel=0 note=43 velocity=45 time=0
control_change channel=0 control=64 value=0 time=18
control_change channel=0 control=64 value=127 time=74
<meta message set_tempo tempo=1418775 time=68>
note_on channel=0 note=61 velocity=0 time=0
note_on channel=0 note=64 velocity=38 time=0
<meta message set_tempo tempo=1552795 time=160>
note_on channel=0 note=64 velocity=0 time=0
note_on channel=0 note=70 velocity=33 time=0
<meta message set_tempo tempo=1454545 time=160>
note_on channel=0 note=70 velocity=0 time=0
note_on channel=0 note=73 velocity=0 time=0
note_on channel=0 note=31 velocity=0 time=0
note_on channel=0 note=43 velocity=0 time=0
note_on channel=0 note=72 velocity=52 time=0
note_on channel=0 note=32 velocity=41 time=0
note_on channel=0 note=44 velocity=41 time=0
control_change channel=0 control=64 value=0 time=18
control_change channel=0 control=64 value=127 time=68
<meta message set_tempo tempo=1351656 time=74>
note_on channel=0 note=72 velocity=0 time=0
note_on channel=0 note=60 velocity=52 time=0
<meta message set_tempo tempo=1336005 time=60>
<meta message set_tempo tempo=1320713 time=60>
<meta message set_tempo tempo=1305767 time=40>
note_on channel=0 note=60 velocity=0 time=0
note_on channel=0 note=63 velocity=52 time=0
<meta message set_tempo tempo=1290878 time=60>
<meta message set_tempo tempo=1276867 time=60>
<meta message set_tempo tempo=1262626 time=40>
note_on channel=0 note=63 velocity=0 time=0
note_on channel=0 note=68 velocity=65 time=0
control_change channel=0 control=64 value=0 time=16
control_change channel=0 control=64 value=127 time=70
note_on channel=0 note=60 velocity=52 time=74
<meta message set_tempo tempo=1367677 time=160>
note_on channel=0 note=60 velocity=0 time=0
note_on channel=0 note=63 velocity=53 time=0
<meta message set_tempo tempo=1248959 time=160>
note_on channel=0 note=63 velocity=0 time=0
note_on channel=0 note=68 velocity=0 time=0
note_on channel=0 note=69 velocity=77 time=0
control_change channel=0 control=64 value=0 time=13
control_change channel=0 control=64 value=127 time=73
note_on channel=0 note=60 velocity=52 time=74
note_on channel=0 note=60 velocity=0 time=160
note_on channel=0 note=63 velocity=52 time=0
<meta message set_tempo tempo=1305767 time=160>
note_on channel=0 note=63 velocity=0 time=0
note_on channel=0 note=69 velocity=0 time=0
note_on channel=0 note=66 velocity=65 time=0
control_change channel=0 control=64 value=0 time=12
control_change channel=0 control=64 value=127 time=63
note_on channel=0 note=60 velocity=52 time=85
note_on channel=0 note=60 velocity=0 time=160
note_on channel=0 note=63 velocity=53 time=0
<meta message set_tempo tempo=1248959 time=160>
note_on channel=0 note=63 velocity=0 time=0
note_on channel=0 note=66 velocity=0 time=0
note_on channel=0 note=44 velocity=0 time=0
note_on channel=0 note=32 velocity=0 time=0
note_on channel=0 note=44 velocity=53 time=0
note_on channel=0 note=32 velocity=53 time=0
control_change channel=0 control=64 value=0 time=15
control_change channel=0 control=64 value=127 time=77
<meta message set_tempo tempo=1196649 time=68>
note_on channel=0 note=60 velocity=52 time=0
note_on channel=0 note=60 velocity=0 time=160
note_on channel=0 note=63 velocity=52 time=0
<meta message set_tempo tempo=1290878 time=160>
note_on channel=0 note=63 velocity=0 time=0
note_on channel=0 note=56 velocity=65 time=0
control_change channel=0 control=64 value=0 time=20
control_change channel=0 control=64 value=127 time=72
<meta message set_tempo tempo=1209190 time=68>
note_on channel=0 note=60 velocity=53 time=0
<meta message set_tempo tempo=1411765 time=160>
note_on channel=0 note=60 velocity=0 time=0
note_on channel=0 note=63 velocity=53 time=0
<meta message set_tempo tempo=1384402 time=160>
note_on channel=0 note=63 velocity=0 time=0
note_on channel=0 note=56 velocity=0 time=0
note_on channel=0 note=57 velocity=76 time=0
control_change channel=0 control=64 value=0 time=19
<meta message set_tempo tempo=1367677 time=61>
control_change channel=0 control=64 value=127 time=0
<meta message set_tempo tempo=1351656 time=60>
note_on channel=0 note=60 velocity=53 time=20
<meta message set_tempo tempo=1336005 time=60>
<meta message set_tempo tempo=1320713 time=60>
note_on channel=0 note=60 velocity=0 time=40
note_on channel=0 note=63 velocity=53 time=0
<meta message set_tempo tempo=1305767 time=40>
<meta message set_tempo tempo=1290878 time=60>
<meta message set_tempo tempo=1276867 time=60>
note_on channel=0 note=63 velocity=0 time=0
note_on channel=0 note=57 velocity=0 time=0
note_on channel=0 note=54 velocity=60 time=0
control_change channel=0 control=64 value=0 time=12
control_change channel=0 control=64 value=127 time=74
note_on channel=0 note=60 velocity=52 time=74
<meta message set_tempo tempo=1401542 time=160>
note_on channel=0 note=60 velocity=0 time=0
note_on channel=0 note=63 velocity=46 time=0
<meta message set_tempo tempo=1305767 time=160>
note_on channel=0 note=63 velocity=0 time=0
note_on channel=0 note=54 velocity=0 time=0
note_on channel=0 note=32 velocity=0 time=0
note_on channel=0 note=44 velocity=0 time=0
note_on channel=0 note=52 velocity=52 time=0
note_on channel=0 note=32 velocity=46 time=0
note_on channel=0 note=44 velocity=46 time=0
control_change channel=0 control=64 value=0 time=14
<meta message set_tempo tempo=1290878 time=66>
control_change channel=0 control=64 value=127 time=54
<meta message set_tempo tempo=1276867 time=6>
note_on channel=0 note=52 velocity=0 time=20
note_on channel=0 note=64 velocity=52 time=0
<meta message set_tempo tempo=1262626 time=60>
<meta message set_tempo tempo=1248959 time=60>
note_on channel=0 note=64 velocity=0 time=40
note_on channel=0 note=68 velocity=52 time=0
<meta message set_tempo tempo=1235839 time=40>
<meta message set_tempo tempo=1221996 time=60>
<meta message set_tempo tempo=1209190 time=60>
note_on channel=0 note=68 velocity=0 time=0
note_on channel=0 note=73 velocity=65 time=0
control_change channel=0 control=64 value=0 time=18
control_change channel=0 control=64 value=127 time=81
note_on channel=0 note=64 velocity=52 time=61
<meta message set_tempo tempo=1276596 time=160>
note_on channel=0 note=64 velocity=0 time=0
note_on channel=0 note=68 velocity=47 time=0
<meta message set_tempo tempo=1235839 time=160>
note_on channel=0 note=68 velocity=0 time=0
note_on channel=0 note=73 velocity=0 time=0
note_on channel=0 note=76 velocity=76 time=0
control_change channel=0 control=64 value=0 time=18
control_change channel=0 control=64 value=127 time=88
<meta message set_tempo tempo=1263158 time=54>
note_on channel=0 note=64 velocity=65 time=0
note_on channel=0 note=64 velocity=0 time=160
note_on channel=0 note=68 velocity=65 time=0
<meta message set_tempo tempo=1318681 time=160>
note_on channel=0 note=68 velocity=0 time=0
note_on channel=0 note=76 velocity=0 time=0
note_on channel=0 note=73 velocity=65 time=0
control_change channel=0 control=64 value=0 time=17
control_change channel=0 control=64 value=127 time=110
<meta message set_tempo tempo=1248959 time=33>
note_on channel=0 note=64 velocity=53 time=0
note_on channel=0 note=64 velocity=0 time=160
note_on channel=0 note=68 velocity=50 time=0
<meta message set_tempo tempo=1209190 time=160>
note_on channel=0 note=68 velocity=0 time=0
note_on channel=0 note=73 velocity=0 time=0
note_on channel=0 note=44 velocity=0 time=0
note_on channel=0 note=32 velocity=0 time=0
note_on channel=0 note=32 velocity=52 time=0
note_on channel=0 note=44 velocity=52 time=0
control_change channel=0 control=64 value=0 time=14
control_change channel=0 control=64 value=127 time=71
note_on channel=0 note=52 velocity=52 time=75
<meta message set_tempo tempo=1235839 time=160>
note_on channel=0 note=52 velocity=0 time=0
note_on channel=0 note=56 velocity=52 time=0
<meta message set_tempo tempo=1248959 time=160>
note_on channel=0 note=56 velocity=0 time=0
note_on channel=0 note=61 velocity=61 time=0
control_change channel=0 control=64 value=0 time=16
control_change channel=0 control=64 value=127 time=83
note_on channel=0 note=52 velocity=52 time=61
<meta message set_tempo tempo=1384402 time=160>
note_on channel=0 note=52 velocity=0 time=0
note_on channel=0 note=56 velocity=52 time=0
<meta message set_tempo tempo=1305767 time=160>
note_on channel=0 note=56 velocity=0 time=0
note_on channel=0 note=61 velocity=0 time=0
note_on channel=0 note=64 velocity=75 time=0
control_change channel=0 control=64 value=0 time=17
control_change channel=0 control=64 value=127 time=54
note_on channel=0 note=52 velocity=48 time=89
note_on channel=0 note=52 velocity=0 time=160
note_on channel=0 note=56 velocity=48 time=0
<meta message set_tempo tempo=1418775 time=160>
note_on channel=0 note=56 velocity=0 time=0
note_on channel=0 note=64 velocity=0 time=0
note_on channel=0 note=61 velocity=65 time=0
control_change channel=0 control=64 value=0 time=20
control_change channel=0 control=64 value=127 time=72
note_on channel=0 note=52 velocity=53 time=68
<meta message set_tempo tempo=1767826 time=160>
note_on channel=0 note=52 velocity=0 time=0
note_on channel=0 note=56 velocity=50 time=0
<meta message set_tempo tempo=1595745 time=160>
note_on channel=0 note=56 velocity=0 time=0
note_on channel=0 note=61 velocity=0 time=0
note_on channel=0 note=44 velocity=0 time=0
note_on channel=0 note=32 velocity=0 time=0
note_on channel=0 note=51 velocity=65 time=0
note_on channel=0 note=44 velocity=46 time=0
note_on channel=0 note=32 velocity=46 time=0
control_change channel=0 control=64 value=0 time=20
control_change channel=0 control=64 value=127 time=60
<meta message set_tempo tempo=1436438 time=80>
note_on channel=0 note=51 velocity=0 time=0
note_on channel=0 note=57 velocity=52 time=0
<meta message set_tempo tempo=1221996 time=160>
note_on channel=0 note=57 velocity=0 time=0
note_on channel=0 note=54 velocity=52 time=0
<meta message set_tempo tempo=1148985 time=160>
note_on channel=0 note=54 velocity=0 time=0
note_on channel=0 note=60 velocity=53 time=0
control_change channel=0 control=64 value=0 time=17
control_change channel=0 control=64 value=127 time=58
note_on channel=0 note=60 velocity=0 time=85
note_on channel=0 note=57 velocity=52 time=0
<meta message set_tempo tempo=1142204 time=160>
note_on channel=0 note=57 velocity=0 time=0
note_on channel=0 note=63 velocity=52 time=0
control_change channel=0 control=64 value=0 time=18
control_change channel=0 control=64 value=127 time=68
<meta message set_tempo tempo=1132717 time=54>
note_on channel=0 note=63 velocity=0 time=20
note_on channel=0 note=60 velocity=52 time=0
<meta message set_tempo tempo=1123175 time=100>
note_on channel=0 note=60 velocity=0 time=60
note_on channel=0 note=66 velocity=52 time=0
control_change channel=0 control=64 value=0 time=20
<meta message set_tempo tempo=1113999 time=40>
control_change channel=0 control=64 value=127 time=26
note_on channel=0 note=66 velocity=0 time=74
note_on channel=0 note=63 velocity=52 time=0
<meta message set_tempo tempo=1104566 time=20>
<meta message set_tempo tempo=1095890 time=120>
<meta message set_tempo tempo=1305767 time=20>
note_on channel=0 note=63 velocity=0 time=0
note_on channel=0 note=69 velocity=52 time=0
control_change channel=0 control=64 value=0 time=16
control_change channel=0 control=64 value=127 time=53
<meta message set_tempo tempo=1379310 time=91>
note_on channel=0 note=69 velocity=0 time=0
note_on channel=0 note=66 velocity=52 time=0
<meta message set_tempo tempo=1463415 time=160>
note_on channel=0 note=66 velocity=0 time=0
note_on channel=0 note=72 velocity=52 time=0
control_change channel=0 control=64 value=0 time=17
control_change channel=0 control=64 value=127 time=52
<meta message set_tempo tempo=1305767 time=91>
note_on channel=0 note=72 velocity=0 time=0
note_on channel=0 note=32 velocity=0 time=0
note_on channel=0 note=44 velocity=0 time=0
note_on channel=0 note=52 velocity=65 time=0
note_on channel=0 note=44 velocity=46 time=0
note_on channel=0 note=32 velocity=46 time=0
control_change channel=0 control=64 value=0 time=4
control_change channel=0 control=64 value=127 time=116
<meta message set_tempo tempo=1209190 time=40>
note_on channel=0 note=52 velocity=0 time=0
note_on channel=0 note=61 velocity=52 time=0
<meta message set_tempo tempo=1196649 time=20>
note_on channel=0 note=61 velocity=0 time=140
note_on channel=0 note=56 velocity=52 time=0
<meta message set_tempo tempo=1184366 time=60>
<meta message set_tempo tempo=1188119 time=100>
note_on channel=0 note=56 velocity=0 time=0
note_on channel=0 note=64 velocity=48 time=0
<meta message set_tempo tempo=1172333 time=100>
<meta message set_tempo tempo=1121495 time=60>
note_on channel=0 note=64 velocity=0 time=0
note_on channel=0 note=61 velocity=52 time=0
<meta message set_tempo tempo=1160542 time=140>
<meta message set_tempo tempo=1160542 time=20>
note_on channel=0 note=61 velocity=0 time=0
note_on channel=0 note=68 velocity=52 time=0
<meta message set_tempo tempo=1172333 time=100>
<meta message set_tempo tempo=1132075 time=60>
note_on channel=0 note=68 velocity=0 time=0
note_on channel=0 note=64 velocity=53 time=0
<meta message set_tempo tempo=1196649 time=140>
<meta message set_tempo tempo=1188119 time=20>
note_on channel=0 note=64 velocity=0 time=0
note_on channel=0 note=73 velocity=52 time=0
<meta message set_tempo tempo=1209190 time=80>
note_on channel=0 note=73 velocity=0 time=80
note_on channel=0 note=68 velocity=52 time=0
<meta message set_tempo tempo=1221996 time=20>
<meta message set_tempo tempo=1235839 time=100>
<meta message set_tempo tempo=1351656 time=40>
note_on channel=0 note=68 velocity=0 time=0
note_on channel=0 note=76 velocity=53 time=0
<meta message set_tempo tempo=1305767 time=160>
note_on channel=0 note=76 velocity=0 time=0
note_on channel=0 note=73 velocity=52 time=0
<meta message set_tempo tempo=1665279 time=160>
note_on channel=0 note=73 velocity=0 time=0
note_on channel=0 note=68 velocity=52 time=0
<meta message set_tempo tempo=1209190 time=120>
note_on channel=0 note=68 velocity=0 time=40
note_on channel=0 note=32 velocity=0 time=0
note_on channel=0 note=44 velocity=0 time=0
note_on channel=0 note=61 velocity=65 time=0
note_on channel=0 note=32 velocity=45 time=0
note_on channel=0 note=44 velocity=45 time=0
control_change channel=0 control=64 value=0 time=0
<meta message set_tempo tempo=1196649 time=40>
control_change channel=0 control=64 value=127 time=29
<meta message set_tempo tempo=1184366 time=31>
<meta message set_tempo tempo=1172333 time=60>
note_on channel=0 note=61 velocity=0 time=0
note_on channel=0 note=67 velocity=55 time=0
control_change channel=0 control=64 value=0 time=16
<meta message set_tempo tempo=1160542 time=44>
control_change channel=0 control=64 value=127 time=15
<meta message set_tempo tempo=1148985 time=45>
note_on channel=0 note=67 velocity=0 time=40
note_on channel=0 note=64 velocity=55 time=0
<meta message set_tempo tempo=1137656 time=20>
<meta message set_tempo tempo=1126549 time=60>
<meta message set_tempo tempo=1115449 time=60>
<meta message set_tempo tempo=1115449 time=20>
note_on channel=0 note=64 velocity=0 time=0
note_on channel=0 note=70 velocity=56 time=0
control_change channel=0 control=64 value=0 time=17
control_change channel=0 control=64 value=127 time=46
<meta message set_tempo tempo=1061947 time=97>
note_on channel=0 note=70 velocity=0 time=0
note_on channel=0 note=67 velocity=56 time=0
<meta message set_tempo tempo=1111111 time=160>
note_on channel=0 note=67 velocity=0 time=0
note_on channel=0 note=73 velocity=62 time=0
control_change channel=0 control=64 value=0 time=13
control_change channel=0 control=64 value=127 time=67
<meta message set_tempo tempo=1148985 time=80>
note_on channel=0 note=73 velocity=0 time=0
note_on channel=0 note=70 velocity=62 time=0
note_on channel=0 note=70 velocity=0 time=160
note_on channel=0 note=76 velocity=68 time=0
control_change channel=0 control=64 value=0 time=17
control_change channel=0 control=64 value=127 time=80
note_on channel=0 note=76 velocity=0 time=63
note_on channel=0 note=73 velocity=67 time=0
<meta message set_tempo tempo=1276867 time=160>
note_on channel=0 note=73 velocity=0 time=0
note_on channel=0 note=79 velocity=71 time=0
control_change channel=0 control=64 value=0 time=15
control_change channel=0 control=64 value=127 time=48
note_on channel=0 note=79 velocity=0 time=97
note_on channel=0 note=76 velocity=68 time=0
<meta message set_tempo tempo=1853568 time=160>
note_on channel=0 note=76 velocity=0 time=0
note_on channel=0 note=82 velocity=68 time=0
control_change channel=0 control=64 value=0 time=12
control_change channel=0 control=64 value=127 time=51
<meta message set_tempo tempo=1158972 time=89>
<meta message set_tempo tempo=1235839 time=8>
note_on channel=0 note=82 velocity=0 time=0
note_on channel=0 note=44 velocity=0 time=0
note_on channel=0 note=32 velocity=0 time=0
note_on channel=0 note=66 velocity=76 time=0
note_on channel=0 note=32 velocity=46 time=0
note_on channel=0 note=44 velocity=46 time=0
control_change channel=0 control=64 value=0 time=15
control_change channel=0 control=64 value=127 time=65
<meta message set_tempo tempo=1137656 time=80>
note_on channel=0 note=66 velocity=0 time=0
note_on channel=0 note=72 velocity=72 time=0
control_change channel=0 control=64 value=0 time=22
control_change channel=0 control=64 value=127 time=53
<meta message set_tempo tempo=1061947 time=85>
note_on channel=0 note=72 velocity=0 time=0
note_on channel=0 note=69 velocity=70 time=0
<meta message set_tempo tempo=1083815 time=160>
note_on channel=0 note=69 velocity=0 time=0
note_on channel=0 note=75 velocity=78 time=0
control_change channel=0 control=64 value=0 time=15
control_change channel=0 control=64 value=127 time=54
<meta message set_tempo tempo=1043478 time=91>
note_on channel=0 note=75 velocity=0 time=0
note_on channel=0 note=72 velocity=76 time=0
<meta message set_tempo tempo=1081081 time=160>
note_on channel=0 note=72 velocity=0 time=0
note_on channel=0 note=78 velocity=82 time=0
control_change channel=0 control=64 value=0 time=18
control_change channel=0 control=64 value=127 time=39
<meta message set_tempo tempo=1052632 time=103>
note_on channel=0 note=78 velocity=0 time=0
note_on channel=0 note=75 velocity=80 time=0
<meta message set_tempo tempo=1121495 time=160>
note_on channel=0 note=75 velocity=0 time=0
note_on channel=0 note=81 velocity=83 time=0
control_change channel=0 control=64 value=0 time=13
control_change channel=0 control=64 value=127 time=50
<meta message set_tempo tempo=1081081 time=97>
note_on channel=0 note=81 velocity=0 time=0
note_on channel=0 note=78 velocity=81 time=0
<meta message set_tempo tempo=1176471 time=160>
note_on channel=0 note=78 velocity=0 time=0
note_on channel=0 note=84 velocity=88 time=0
control_change channel=0 control=64 value=0 time=15
control_change channel=0 control=64 value=127 time=60
<meta message set_tempo tempo=1121495 time=85>
note_on channel=0 note=84 velocity=0 time=0
note_on channel=0 note=81 velocity=83 time=0
<meta message set_tempo tempo=1318681 time=160>
note_on channel=0 note=81 velocity=0 time=0
note_on channel=0 note=87 velocity=92 time=0
control_change channel=0 control=64 value=0 time=16
control_change channel=0 control=64 value=127 time=59
<meta message set_tempo tempo=1363636 time=85>
note_on channel=0 note=87 velocity=0 time=0
note_on channel=0 note=84 velocity=97 time=0
control_change channel=0 control=64 value=0 time=8
control_change channel=0 control=64 value=127 time=78
<meta message set_tempo tempo=1104566 time=74>
note_on channel=0 note=84 velocity=0 time=0
note_on channel=0 note=78 velocity=90 time=0
<meta message set_tempo tempo=1061947 time=160>
note_on channel=0 note=78 velocity=0 time=0
note_on channel=0 note=81 velocity=82 time=0
<meta message set_tempo tempo=1115449 time=160>
note_on channel=0 note=81 velocity=0 time=0
note_on channel=0 note=75 velocity=90 time=0
<meta message set_tempo tempo=1071429 time=160>
note_on channel=0 note=75 velocity=0 time=0
note_on channel=0 note=78 velocity=83 time=0
<meta message set_tempo tempo=1121495 time=160>
note_on channel=0 note=78 velocity=0 time=0
note_on channel=0 note=72 velocity=90 time=0
control_change channel=0 control=64 value=0 time=10
control_change channel=0 control=64 value=127 time=76
<meta message set_tempo tempo=1081081 time=74>
note_on channel=0 note=72 velocity=0 time=0
note_on channel=0 note=75 velocity=82 time=0
<meta message set_tempo tempo=1142857 time=160>
note_on channel=0 note=75 velocity=0 time=0
note_on channel=0 note=69 velocity=90 time=0
<meta message set_tempo tempo=1090909 time=160>
note_on channel=0 note=69 velocity=0 time=0
note_on channel=0 note=72 velocity=82 time=0
<meta message set_tempo tempo=1148985 time=160>
note_on channel=0 note=72 velocity=0 time=0
note_on channel=0 note=66 velocity=90 time=0
<meta message set_tempo tempo=1100917 time=160>
note_on channel=0 note=66 velocity=0 time=0
note_on channel=0 note=69 velocity=82 time=0
note_on channel=0 note=69 velocity=0 time=160
note_on channel=0 note=63 velocity=88 time=0
control_change channel=0 control=64 value=0 time=18
<meta message set_tempo tempo=1160542 time=22>
control_change channel=0 control=64 value=127 time=63
<meta message set_tempo tempo=1132075 time=57>
note_on channel=0 note=63 velocity=0 time=0
note_on channel=0 note=66 velocity=82 time=0
note_on channel=0 note=66 velocity=0 time=160
note_on channel=0 note=60 velocity=87 time=0
<meta message set_tempo tempo=1172333 time=60>
note_on channel=0 note=60 velocity=0 time=100
note_on channel=0 note=63 velocity=81 time=0
<meta message set_tempo tempo=1132075 time=40>
<meta message set_tempo tempo=1142857 time=120>
note_on channel=0 note=63 velocity=0 time=0
note_on channel=0 note=57 velocity=85 time=0
<meta message set_tempo tempo=1221996 time=120>
note_on channel=0 note=57 velocity=0 time=40
note_on channel=0 note=60 velocity=77 time=0
note_on channel=0 note=60 velocity=0 time=160
note_on channel=0 note=54 velocity=85 time=0
control_change channel=0 control=64 value=0 time=19
control_change channel=0 control=64 value=127 time=39
note_on channel=0 note=54 velocity=0 time=102
note_on channel=0 note=57 velocity=80 time=0
<meta message set_tempo tempo=1320713 time=120>
note_on channel=0 note=57 velocity=0 time=40
note_on channel=0 note=51 velocity=82 time=0
control_change channel=0 control=64 value=0 time=17
control_change channel=0 control=64 value=127 time=46
note_on channel=0 note=54 velocity=75 time=97
note_on channel=0 note=54 velocity=0 time=160
note_on channel=0 note=51 velocity=0 time=0
note_on channel=0 note=49 velocity=83 time=0
control_change channel=0 control=64 value=0 time=16
control_change channel=0 control=64 value=127 time=41
note_on channel=0 note=54 velocity=75 time=103
<meta message set_tempo tempo=1200000 time=160>
note_on channel=0 note=54 velocity=0 time=0
note_on channel=0 note=57 velocity=71 time=0
<meta message set_tempo tempo=1235839 time=160>
note_on channel=0 note=57 velocity=0 time=0
