<meta message track_name name='Das wohltemperierte Klavier I - Praeludium und Fuge 2 in c-Moll BWV 847' time=0>
<meta message copyright text='Copyright © 1997 von Bernd Krüger.' time=0>
<meta message text text='Johann Sebastian Bach' time=0>
<meta message text text='Fertiggestellt am 5.11.97\n' time=0>
<meta message text text="Pan's auf Standard am 18.1.98\n" time=0>
<meta message text text='Normierung: 23.12.2002\n' time=0>
<meta message text text='Update am 26.9.2004\n' time=0>
<meta message text text='Dauer: 3:09 Minuten\n' time=0>
<meta message time_signature numerator=4 denominator=4 clocks_per_click=24 notated_32nd_notes_per_beat=8 time=0>
<meta message key_signature key='Eb' time=0>
note_on channel=0 note=77 velocity=67 time=100
note_on channel=0 note=57 velocity=61 time=0
note_on channel=0 note=79 velocity=0 time=20
note_on channel=0 note=59 velocity=0 time=0
note_on channel=0 note=79 velocity=67 time=100
note_on channel=0 note=59 velocity=61 time=0
note_on channel=0 note=77 velocity=0 time=20
note_on channel=0 note=57 velocity=0 time=0
<meta message set_tempo tempo=373832 time=100>
note_on channel=0 note=80 velocity=73 time=0
note_on channel=0 note=60 velocity=71 time=0
note_on channel=0 note=79 velocity=0 time=20
note_on channel=0 note=59 velocity=0 time=0
note_on channel=0 note=77 velocity=68 time=100
note_on channel=0 note=56 velocity=61 time=0
note_on channel=0 note=80 velocity=0 time=20
note_on channel=0 note=60 velocity=0 time=0
note_on channel=0 note=75 velocity=68 time=100
note_on channel=0 note=55 velocity=61 time=0
note_on channel=0 note=77 velocity=0 time=20
note_on channel=0 note=56 velocity=0 time=0
<meta message set_tempo tempo=387097 time=100>
note_on channel=0 note=77 velocity=68 time=0
note_on channel=0 note=56 velocity=61 time=0
note_on channel=0 note=75 velocity=0 time=20
note_on channel=0 note=55 velocity=0 time=0
<meta message set_tempo tempo=378549 time=100>
note_on channel=0 note=77 velocity=0 time=0
note_on channel=0 note=56 velocity=0 time=0
note_on channel=0 note=74 velocity=77 time=0
note_on channel=0 note=53 velocity=74 time=0
note_on channel=0 note=77 velocity=70 time=120
note_on channel=0 note=57 velocity=63 time=0
note_on channel=0 note=53 velocity=0 time=20
note_on channel=0 note=74 velocity=0 time=0
note_on channel=0 note=75 velocity=66 time=100
note_on channel=0 note=55 velocity=63 time=0
note_on channel=0 note=77 velocity=0 time=20
note_on channel=0 note=57 velocity=0 time=0
note_on channel=0 note=77 velocity=66 time=100
note_on channel=0 note=57 velocity=63 time=0
note_on channel=0 note=75 velocity=0 time=20
note_on channel=0 note=55 velocity=0 time=0
<meta message set_tempo tempo=375000 time=100>
note_on channel=0 note=79 velocity=73 time=0
note_on channel=0 note=59 velocity=71 time=0
note_on channel=0 note=77 velocity=0 time=20
note_on channel=0 note=57 velocity=0 time=0
note_on channel=0 note=75 velocity=67 time=100
note_on channel=0 note=55 velocity=62 time=0
note_on channel=0 note=79 velocity=0 time=20
note_on channel=0 note=59 velocity=0 time=0
note_on channel=0 note=74 velocity=67 time=100
note_on channel=0 note=53 velocity=62 time=0
note_on channel=0 note=75 velocity=0 time=20
note_on channel=0 note=55 velocity=0 time=0
<meta message set_tempo tempo=397351 time=100>
note_on channel=0 note=75 velocity=68 time=0
note_on channel=0 note=55 velocity=62 time=0
note_on channel=0 note=74 velocity=0 time=20
note_on channel=0 note=53 velocity=0 time=0
<meta message set_tempo tempo=400000 time=100>
note_on channel=0 note=75 velocity=0 time=0
note_on channel=0 note=55 velocity=0 time=0
note_on channel=0 note=72 velocity=75 time=0
note_on channel=0 note=51 velocity=76 time=0
<meta message set_tempo tempo=377358 time=120>
note_on channel=0 note=75 velocity=67 time=0
note_on channel=0 note=67 velocity=63 time=0
note_on channel=0 note=51 velocity=0 time=20
note_on channel=0 note=72 velocity=0 time=0
note_on channel=0 note=74 velocity=65 time=100
note_on channel=0 note=65 velocity=63 time=0
note_on channel=0 note=75 velocity=0 time=20
note_on channel=0 note=67 velocity=0 time=0
note_on channel=0 note=75 velocity=67 time=100
note_on channel=0 note=67 velocity=63 time=0
note_on channel=0 note=74 velocity=0 time=20
note_on channel=0 note=65 velocity=0 time=0
<meta message set_tempo tempo=373832 time=100>
note_on channel=0 note=77 velocity=71 time=0
note_on channel=0 note=68 velocity=71 time=0
note_on channel=0 note=75 velocity=0 time=20
note_on channel=0 note=67 velocity=0 time=0
note_on channel=0 note=74 velocity=65 time=100
note_on channel=0 note=65 velocity=63 time=0
note_on channel=0 note=77 velocity=0 time=20
note_on channel=0 note=68 velocity=0 time=0
note_on channel=0 note=72 velocity=65 time=100
note_on channel=0 note=63 velocity=63 time=0
note_on channel=0 note=74 velocity=0 time=20
note_on channel=0 note=65 velocity=0 time=0
<meta message set_tempo tempo=387097 time=100>
note_on channel=0 note=74 velocity=65 time=0
note_on channel=0 note=65 velocity=63 time=0
note_on channel=0 note=72 velocity=0 time=20
note_on channel=0 note=63 velocity=0 time=0
<meta message set_tempo tempo=378549 time=100>
note_on channel=0 note=74 velocity=0 time=0
note_on channel=0 note=65 velocity=0 time=0
note_on channel=0 note=71 velocity=75 time=0
note_on channel=0 note=62 velocity=76 time=0
note_on channel=0 note=74 velocity=67 time=120
note_on channel=0 note=65 velocity=64 time=0
note_on channel=0 note=62 velocity=0 time=20
note_on channel=0 note=71 velocity=0 time=0
note_on channel=0 note=72 velocity=65 time=100
note_on channel=0 note=63 velocity=65 time=0
note_on channel=0 note=74 velocity=0 time=20
note_on channel=0 note=65 velocity=0 time=0
note_on channel=0 note=74 velocity=67 time=100
note_on channel=0 note=65 velocity=63 time=0
note_on channel=0 note=72 velocity=0 time=20
note_on channel=0 note=63 velocity=0 time=0
<meta message set_tempo tempo=373832 time=100>
note_on channel=0 note=75 velocity=71 time=0
note_on channel=0 note=67 velocity=71 time=0
note_on channel=0 note=74 velocity=0 time=20
note_on channel=0 note=65 velocity=0 time=0
note_on channel=0 note=72 velocity=65 time=100
note_on channel=0 note=63 velocity=63 time=0
note_on channel=0 note=75 velocity=0 time=20
note_on channel=0 note=67 velocity=0 time=0
note_on channel=0 note=71 velocity=65 time=100
note_on channel=0 note=62 velocity=62 time=0
note_on channel=0 note=72 velocity=0 time=20
note_on channel=0 note=63 velocity=0 time=0
<meta message set_tempo tempo=400000 time=100>
note_on channel=0 note=72 velocity=65 time=0
note_on channel=0 note=63 velocity=62 time=0
note_on channel=0 note=71 velocity=0 time=20
note_on channel=0 note=62 velocity=0 time=0
<meta message set_tempo tempo=406780 time=100>
note_on channel=0 note=72 velocity=0 time=0
note_on channel=0 note=63 velocity=0 time=0
note_on channel=0 note=67 velocity=75 time=0
note_on channel=0 note=60 velocity=74 time=0
<meta message set_tempo tempo=384615 time=120>
note_on channel=0 note=72 velocity=67 time=0
note_on channel=0 note=63 velocity=63 time=0
note_on channel=0 note=60 velocity=0 time=20
note_on channel=0 note=67 velocity=0 time=0
note_on channel=0 note=71 velocity=64 time=100
note_on channel=0 note=62 velocity=63 time=0
note_on channel=0 note=72 velocity=0 time=20
note_on channel=0 note=63 velocity=0 time=0
note_on channel=0 note=72 velocity=65 time=100
note_on channel=0 note=63 velocity=63 time=0
note_on channel=0 note=71 velocity=0 time=20
note_on channel=0 note=62 velocity=0 time=0
<meta message set_tempo tempo=382166 time=100>
note_on channel=0 note=68 velocity=80 time=0
note_on channel=0 note=65 velocity=77 time=0
note_on channel=0 note=72 velocity=0 time=20
note_on channel=0 note=63 velocity=0 time=0
note_on channel=0 note=77 velocity=65 time=100
note_on channel=0 note=62 velocity=60 time=0
note_on channel=0 note=68 velocity=0 time=20
note_on channel=0 note=65 velocity=0 time=0
note_on channel=0 note=75 velocity=65 time=100
note_on channel=0 note=60 velocity=60 time=0
note_on channel=0 note=77 velocity=0 time=20
note_on channel=0 note=62 velocity=0 time=0
<meta message set_tempo tempo=389610 time=100>
note_on channel=0 note=77 velocity=64 time=0
note_on channel=0 note=62 velocity=61 time=0
note_on channel=0 note=75 velocity=0 time=20
note_on channel=0 note=60 velocity=0 time=0
<meta message set_tempo tempo=384615 time=100>
note_on channel=0 note=77 velocity=0 time=0
note_on channel=0 note=62 velocity=0 time=0
note_on channel=0 note=67 velocity=80 time=0
note_on channel=0 note=63 velocity=77 time=0
note_on channel=0 note=75 velocity=67 time=120
note_on channel=0 note=60 velocity=62 time=0
note_on channel=0 note=63 velocity=0 time=20
note_on channel=0 note=67 velocity=0 time=0
note_on channel=0 note=74 velocity=65 time=100
note_on channel=0 note=59 velocity=63 time=0
note_on channel=0 note=75 velocity=0 time=20
note_on channel=0 note=60 velocity=0 time=0
note_on channel=0 note=75 velocity=67 time=100
note_on channel=0 note=60 velocity=63 time=0
note_on channel=0 note=74 velocity=0 time=20
note_on channel=0 note=59 velocity=0 time=0
<meta message set_tempo tempo=382166 time=100>
note_on channel=0 note=65 velocity=81 time=0
note_on channel=0 note=62 velocity=77 time=0
note_on channel=0 note=75 velocity=0 time=20
note_on channel=0 note=60 velocity=0 time=0
note_on channel=0 note=74 velocity=65 time=100
note_on channel=0 note=59 velocity=63 time=0
note_on channel=0 note=65 velocity=0 time=20
note_on channel=0 note=62 velocity=0 time=0
note_on channel=0 note=72 velocity=65 time=100
note_on channel=0 note=57 velocity=63 time=0
note_on channel=0 note=74 velocity=0 time=20
note_on channel=0 note=59 velocity=0 time=0
<meta message set_tempo tempo=392157 time=100>
note_on channel=0 note=74 velocity=65 time=0
note_on channel=0 note=59 velocity=62 time=0
note_on channel=0 note=72 velocity=0 time=20
note_on channel=0 note=57 velocity=0 time=0
<meta message set_tempo tempo=392157 time=100>
note_on channel=0 note=74 velocity=0 time=0
note_on channel=0 note=59 velocity=0 time=0
note_on channel=0 note=63 velocity=81 time=0
note_on channel=0 note=60 velocity=77 time=0
note_on channel=0 note=72 velocity=67 time=120
note_on channel=0 note=63 velocity=60 time=0
note_on channel=0 note=60 velocity=0 time=20
note_on channel=0 note=63 velocity=0 time=0
note_on channel=0 note=71 velocity=65 time=100
note_on channel=0 note=62 velocity=60 time=0
note_on channel=0 note=72 velocity=0 time=20
note_on channel=0 note=63 velocity=0 time=0
note_on channel=0 note=72 velocity=67 time=100
note_on channel=0 note=63 velocity=61 time=0
note_on channel=0 note=71 velocity=0 time=20
note_on channel=0 note=62 velocity=0 time=0
note_on channel=0 note=68 velocity=81 time=100
note_on channel=0 note=53 velocity=77 time=0
note_on channel=0 note=72 velocity=0 time=20
note_on channel=0 note=63 velocity=0 time=0
note_on channel=0 note=65 velocity=66 time=100
note_on channel=0 note=62 velocity=62 time=0
note_on channel=0 note=68 velocity=0 time=20
note_on channel=0 note=53 velocity=0 time=0
note_on channel=0 note=63 velocity=66 time=100
note_on channel=0 note=60 velocity=62 time=0
note_on channel=0 note=65 velocity=0 time=20
note_on channel=0 note=62 velocity=0 time=0
note_on channel=0 note=65 velocity=66 time=100
note_on channel=0 note=62 velocity=62 time=0
note_on channel=0 note=63 velocity=0 time=20
note_on channel=0 note=60 velocity=0 time=0
<meta message set_tempo tempo=415225 time=100>
note_on channel=0 note=65 velocity=0 time=0
note_on channel=0 note=62 velocity=0 time=0
note_on channel=0 note=67 velocity=81 time=0
note_on channel=0 note=51 velocity=77 time=0
note_on channel=0 note=63 velocity=67 time=120
note_on channel=0 note=60 velocity=62 time=0
note_on channel=0 note=51 velocity=0 time=20
note_on channel=0 note=67 velocity=0 time=0
note_on channel=0 note=62 velocity=65 time=100
note_on channel=0 note=59 velocity=62 time=0
note_on channel=0 note=63 velocity=0 time=20
note_on channel=0 note=60 velocity=0 time=0
note_on channel=0 note=63 velocity=65 time=100
note_on channel=0 note=60 velocity=62 time=0
note_on channel=0 note=62 velocity=0 time=20
note_on channel=0 note=59 velocity=0 time=0
<meta message set_tempo tempo=442804 time=100>
note_on channel=0 note=65 velocity=81 time=0
note_on channel=0 note=50 velocity=77 time=0
note_on channel=0 note=63 velocity=0 time=20
note_on channel=0 note=60 velocity=0 time=0
note_on channel=0 note=62 velocity=66 time=100
note_on channel=0 note=59 velocity=61 time=0
note_on channel=0 note=65 velocity=0 time=20
note_on channel=0 note=50 velocity=0 time=0
note_on channel=0 note=60 velocity=66 time=100
note_on channel=0 note=57 velocity=61 time=0
note_on channel=0 note=62 velocity=0 time=20
note_on channel=0 note=59 velocity=0 time=0
note_on channel=0 note=62 velocity=67 time=100
note_on channel=0 note=59 velocity=61 time=0
note_on channel=0 note=60 velocity=0 time=20
note_on channel=0 note=57 velocity=0 time=0
<meta message set_tempo tempo=1967213 time=100>
<meta message marker text='Adagio' time=0>
note_on channel=0 note=62 velocity=0 time=0
note_on channel=0 note=59 velocity=0 time=0
note_on channel=0 note=48 velocity=67 time=0
note_on channel=0 note=55 velocity=67 time=15
note_on channel=0 note=58 velocity=67 time=15
note_on channel=0 note=60 velocity=67 time=15
note_on channel=0 note=64 velocity=67 time=15
note_on channel=0 note=64 velocity=0 time=240
note_on channel=0 note=60 velocity=58 time=0
note_on channel=0 note=60 velocity=0 time=60
note_on channel=0 note=62 velocity=60 time=0
note_on channel=0 note=62 velocity=0 time=60
note_on channel=0 note=64 velocity=63 time=0
note_on channel=0 note=64 velocity=0 time=60
note_on channel=0 note=60 velocity=0 time=0
note_on channel=0 note=48 velocity=0 time=0
note_on channel=0 note=55 velocity=0 time=0
note_on channel=0 note=58 velocity=0 time=0
note_on channel=0 note=65 velocity=66 time=0
note_on channel=0 note=65 velocity=0 time=30
note_on channel=0 note=67 velocity=67 time=0
note_on channel=0 note=67 velocity=0 time=30
note_on channel=0 note=68 velocity=68 time=0
note_on channel=0 note=68 velocity=0 time=30
note_on channel=0 note=70 velocity=68 time=0
note_on channel=0 note=70 velocity=0 time=30
note_on channel=0 note=72 velocity=66 time=0
note_on channel=0 note=72 velocity=0 time=30
note_on channel=0 note=70 velocity=65 time=0
note_on channel=0 note=70 velocity=0 time=30
note_on channel=0 note=68 velocity=64 time=0
note_on channel=0 note=68 velocity=0 time=30
note_on channel=0 note=67 velocity=63 time=0
note_on channel=0 note=67 velocity=0 time=30
note_on channel=0 note=65 velocity=62 time=0
note_on channel=0 note=65 velocity=0 time=120
note_on channel=0 note=67 velocity=67 time=0
note_on channel=0 note=67 velocity=0 time=60
note_on channel=0 note=64 velocity=67 time=0
note_on channel=0 note=64 velocity=0 time=60
note_on channel=0 note=48 velocity=67 time=0
note_on channel=0 note=53 velocity=67 time=15
note_on channel=0 note=56 velocity=67 time=15
note_on channel=0 note=60 velocity=67 time=15
note_on channel=0 note=65 velocity=80 time=15
note_on channel=0 note=65 velocity=0 time=20
note_on channel=0 note=64 velocity=70 time=0
note_on channel=0 note=64 velocity=0 time=20
note_on channel=0 note=65 velocity=78 time=0
note_on channel=0 note=65 velocity=0 time=200
note_on channel=0 note=67 velocity=67 time=0
note_on channel=0 note=67 velocity=0 time=60
note_on channel=0 note=65 velocity=64 time=0
note_on channel=0 note=65 velocity=0 time=60
note_on channel=0 note=64 velocity=64 time=0
note_on channel=0 note=64 velocity=0 time=60
note_on channel=0 note=60 velocity=0 time=0
note_on channel=0 note=48 velocity=0 time=0
note_on channel=0 note=53 velocity=0 time=0
note_on channel=0 note=56 velocity=0 time=0
note_on channel=0 note=65 velocity=65 time=0
note_on channel=0 note=65 velocity=0 time=60
note_on channel=0 note=67 velocity=65 time=0
note_on channel=0 note=67 velocity=0 time=60
note_on channel=0 note=68 velocity=67 time=0
note_on channel=0 note=68 velocity=0 time=60
note_on channel=0 note=67 velocity=67 time=0
note_on channel=0 note=67 velocity=0 time=60
note_on channel=0 note=65 velocity=66 time=0
note_on channel=0 note=65 velocity=0 time=30
note_on channel=0 note=63 velocity=65 time=0
note_on channel=0 note=63 velocity=0 time=30
note_on channel=0 note=62 velocity=64 time=0
note_on channel=0 note=62 velocity=0 time=30
note_on channel=0 note=63 velocity=65 time=0
note_on channel=0 note=63 velocity=0 time=30
note_on channel=0 note=65 velocity=68 time=0
note_on channel=0 note=65 velocity=0 time=30
note_on channel=0 note=62 velocity=63 time=0
note_on channel=0 note=62 velocity=0 time=30
note_on channel=0 note=63 velocity=65 time=0
note_on channel=0 note=63 velocity=0 time=30
note_on channel=0 note=65 velocity=67 time=0
<meta message set_tempo tempo=456274 time=30>
<meta message marker text='Allegro' time=0>
note_on channel=0 note=65 velocity=0 time=0
note_on channel=0 note=59 velocity=67 time=0
note_on channel=0 note=36 velocity=60 time=120
note_on channel=0 note=47 velocity=65 time=120
note_on channel=0 note=36 velocity=0 time=20
note_on channel=0 note=59 velocity=0 time=100
note_on channel=0 note=50 velocity=69 time=0
<meta message set_tempo tempo=427046 time=120>
note_on channel=0 note=53 velocity=69 time=0
note_on channel=0 note=50 velocity=0 time=20
note_on channel=0 note=56 velocity=72 time=100
note_on channel=0 note=53 velocity=0 time=20
note_on channel=0 note=55 velocity=71 time=100
note_on channel=0 note=56 velocity=0 time=20
note_on channel=0 note=53 velocity=69 time=100
note_on channel=0 note=55 velocity=0 time=20
note_on channel=0 note=59 velocity=72 time=100
note_on channel=0 note=53 velocity=0 time=20
note_on channel=0 note=53 velocity=67 time=100
note_on channel=0 note=59 velocity=0 time=20
note_on channel=0 note=62 velocity=74 time=100
note_on channel=0 note=53 velocity=0 time=20
note_on channel=0 note=53 velocity=67 time=100
note_on channel=0 note=62 velocity=0 time=20
<meta message set_tempo tempo=422535 time=100>
note_on channel=0 note=59 velocity=70 time=0
note_on channel=0 note=53 velocity=0 time=20
note_on channel=0 note=56 velocity=69 time=100
note_on channel=0 note=59 velocity=0 time=20
note_on channel=0 note=55 velocity=68 time=100
note_on channel=0 note=56 velocity=0 time=20
<meta message set_tempo tempo=436364 time=100>
note_on channel=0 note=53 velocity=67 time=0
note_on channel=0 note=55 velocity=0 time=20
<meta message set_tempo tempo=465116 time=100>
note_on channel=0 note=53 velocity=0 time=0
note_on channel=0 note=47 velocity=0 time=0
note_on channel=0 note=52 velocity=72 time=0
<meta message set_tempo tempo=428571 time=120>
note_on channel=0 note=61 velocity=67 time=0
note_on channel=0 note=52 velocity=0 time=20
note_on channel=0 note=58 velocity=67 time=100
note_on channel=0 note=61 velocity=0 time=20
note_on channel=0 note=55 velocity=67 time=100
note_on channel=0 note=58 velocity=0 time=20
<meta message set_tempo tempo=425532 time=80>
note_on channel=0 note=60 velocity=72 time=20
note_on channel=0 note=55 velocity=0 time=20
note_on channel=0 note=56 velocity=67 time=100
note_on channel=0 note=60 velocity=0 time=20
note_on channel=0 note=53 velocity=67 time=100
note_on channel=0 note=56 velocity=0 time=20
<meta message set_tempo tempo=433213 time=100>
note_on channel=0 note=56 velocity=67 time=0
note_on channel=0 note=53 velocity=0 time=20
<meta message set_tempo tempo=428571 time=100>
note_on channel=0 note=55 velocity=72 time=0
note_on channel=0 note=56 velocity=0 time=20
note_on channel=0 note=58 velocity=67 time=100
note_on channel=0 note=55 velocity=0 time=20
<meta message set_tempo tempo=419580 time=100>
note_on channel=0 note=55 velocity=67 time=0
note_on channel=0 note=58 velocity=0 time=20
<meta message set_tempo tempo=437956 time=100>
note_on channel=0 note=52 velocity=67 time=0
note_on channel=0 note=55 velocity=0 time=20
<meta message set_tempo tempo=446097 time=100>
note_on channel=0 note=56 velocity=72 time=0
note_on channel=0 note=52 velocity=0 time=20
<meta message set_tempo tempo=428571 time=100>
note_on channel=0 note=53 velocity=67 time=0
note_on channel=0 note=56 velocity=0 time=20
<meta message set_tempo tempo=419580 time=100>
note_on channel=0 note=50 velocity=67 time=0
note_on channel=0 note=53 velocity=0 time=20
<meta message set_tempo tempo=437956 time=100>
note_on channel=0 note=53 velocity=67 time=0
note_on channel=0 note=50 velocity=0 time=20
<meta message set_tempo tempo=437956 time=100>
note_on channel=0 note=52 velocity=71 time=0
note_on channel=0 note=53 velocity=0 time=20
<meta message set_tempo tempo=428571 time=100>
note_on channel=0 note=55 velocity=67 time=0
note_on channel=0 note=52 velocity=0 time=20
<meta message set_tempo tempo=419580 time=100>
note_on channel=0 note=52 velocity=67 time=0
note_on channel=0 note=55 velocity=0 time=20
<meta message set_tempo tempo=439560 time=100>
note_on channel=0 note=48 velocity=67 time=0
note_on channel=0 note=52 velocity=0 time=20
<meta message set_tempo tempo=428571 time=100>
note_on channel=0 note=53 velocity=73 time=0
note_on channel=0 note=48 velocity=0 time=20
note_on channel=0 note=50 velocity=67 time=100
note_on channel=0 note=53 velocity=0 time=20
<meta message set_tempo tempo=418118 time=100>
note_on channel=0 note=47 velocity=67 time=0
note_on channel=0 note=50 velocity=0 time=20
<meta message set_tempo tempo=437956 time=100>
note_on channel=0 note=50 velocity=67 time=0
note_on channel=0 note=47 velocity=0 time=20
<meta message set_tempo tempo=447761 time=100>
note_on channel=0 note=50 velocity=0 time=0
note_on channel=0 note=36 velocity=72 time=0
note_on channel=0 note=43 velocity=67 time=120
<meta message set_tempo tempo=430108 time=120>
note_on channel=0 note=48 velocity=67 time=0
note_on channel=0 note=43 velocity=0 time=20
note_on channel=0 note=50 velocity=67 time=100
note_on channel=0 note=52 velocity=68 time=120
note_on channel=0 note=50 velocity=0 time=20
note_on channel=0 note=55 velocity=67 time=100
note_on channel=0 note=52 velocity=0 time=20
note_on channel=0 note=58 velocity=71 time=100
note_on channel=0 note=55 velocity=0 time=20
note_on channel=0 note=55 velocity=67 time=100
note_on channel=0 note=58 velocity=0 time=20
<meta message set_tempo tempo=439560 time=100>
note_on channel=0 note=56 velocity=68 time=0
note_on channel=0 note=55 velocity=0 time=20
note_on channel=0 note=60 velocity=65 time=100
note_on channel=0 note=56 velocity=0 time=20
<meta message set_tempo tempo=461538 time=100>
note_on channel=0 note=65 velocity=68 time=0
note_on channel=0 note=60 velocity=0 time=20
note_on channel=0 note=62 velocity=67 time=100
note_on channel=0 note=65 velocity=0 time=20
<meta message set_tempo tempo=517241 time=100>
note_on channel=0 note=65 velocity=64 time=0
note_on channel=0 note=62 velocity=0 time=20
note_on channel=0 note=68 velocity=59 time=100
note_on channel=0 note=65 velocity=0 time=20
<meta message set_tempo tempo=568720 time=100>
note_on channel=0 note=72 velocity=62 time=0
note_on channel=0 note=68 velocity=0 time=20
note_on channel=0 note=71 velocity=57 time=100
note_on channel=0 note=72 velocity=0 time=20
<meta message set_tempo tempo=655738 time=100>
note_on channel=0 note=72 velocity=59 time=0
note_on channel=0 note=71 velocity=0 time=20
<meta message set_tempo tempo=727273 time=100>
note_on channel=0 note=67 velocity=54 time=0
note_on channel=0 note=72 velocity=0 time=20
<meta message set_tempo tempo=794702 time=100>
note_on channel=0 note=65 velocity=52 time=0
note_on channel=0 note=67 velocity=0 time=20
<meta message set_tempo tempo=1904762 time=100>
note_on channel=0 note=62 velocity=49 time=0
note_on channel=0 note=65 velocity=0 time=20
<meta message set_tempo tempo=2400000 time=100>
note_on channel=0 note=64 velocity=42 time=0
note_on channel=0 note=62 velocity=0 time=20
<meta message set_tempo tempo=7500000 time=340>
note_on channel=0 note=36 velocity=0 time=0
note_on channel=0 note=48 velocity=0 time=0
note_on channel=0 note=64 velocity=0 time=0
<meta message set_tempo tempo=827016 time=120>
<meta message marker text='Fuga' time=0>
control_change channel=0 control=91 value=127 time=0
control_change channel=0 control=91 value=127 time=0
control_change channel=0 control=91 value=127 time=0
note_on channel=0 note=72 velocity=81 time=240
note_on channel=0 note=72 velocity=0 time=120
note_on channel=0 note=71 velocity=81 time=0
note_on channel=0 note=71 velocity=0 time=120
note_on channel=0 note=72 velocity=86 time=0
note_on channel=0 note=72 velocity=0 time=120
<meta message set_tempo tempo=852878 time=120>
note_on channel=0 note=67 velocity=71 time=0
<meta message set_tempo tempo=827016 time=240>
note_on channel=0 note=67 velocity=0 time=0
note_on channel=0 note=68 velocity=72 time=0
note_on channel=0 note=68 velocity=0 time=120
note_on channel=0 note=72 velocity=81 time=120
note_on channel=0 note=72 velocity=0 time=120
note_on channel=0 note=71 velocity=81 time=0
note_on channel=0 note=71 velocity=0 time=120
note_on channel=0 note=72 velocity=86 time=0
note_on channel=0 note=72 velocity=0 time=120
note_on channel=0 note=74 velocity=76 time=120
note_on channel=0 note=74 velocity=0 time=240
note_on channel=0 note=67 velocity=73 time=0
note_on channel=0 note=67 velocity=0 time=120
note_on channel=0 note=72 velocity=81 time=120
note_on channel=0 note=72 velocity=0 time=120
note_on channel=0 note=71 velocity=81 time=0
note_on channel=0 note=71 velocity=0 time=120
note_on channel=0 note=72 velocity=86 time=0
note_on channel=0 note=72 velocity=0 time=120
note_on channel=0 note=74 velocity=77 time=120
note_on channel=0 note=74 velocity=0 time=120
<meta message set_tempo tempo=847458 time=120>
note_on channel=0 note=65 velocity=75 time=0
note_on channel=0 note=65 velocity=0 time=120
note_on channel=0 note=67 velocity=75 time=0
note_on channel=0 note=67 velocity=0 time=120
note_on channel=0 note=68 velocity=81 time=0
<meta message set_tempo tempo=827016 time=240>
<meta message set_tempo tempo=827016 time=240>
note_on channel=0 note=68 velocity=0 time=0
note_on channel=0 note=67 velocity=73 time=0
note_on channel=0 note=67 velocity=0 time=120
note_on channel=0 note=65 velocity=71 time=0
note_on channel=0 note=65 velocity=0 time=120
control_change channel=0 control=91 value=127 time=0
note_on channel=0 note=63 velocity=75 time=0
note_on channel=0 note=63 velocity=0 time=60
note_on channel=0 note=72 velocity=71 time=60
note_on channel=0 note=72 velocity=0 time=120
note_on channel=0 note=79 velocity=81 time=0
note_on channel=0 note=71 velocity=62 time=0
note_on channel=0 note=71 velocity=0 time=120
note_on channel=0 note=79 velocity=0 time=0
note_on channel=0 note=78 velocity=81 time=0
note_on channel=0 note=68 velocity=62 time=0
note_on channel=0 note=68 velocity=0 time=120
note_on channel=0 note=78 velocity=0 time=0
note_on channel=0 note=79 velocity=86 time=0
note_on channel=0 note=67 velocity=62 time=0
note_on channel=0 note=67 velocity=0 time=120
note_on channel=0 note=79 velocity=0 time=0
note_on channel=0 note=65 velocity=62 time=0
note_on channel=0 note=65 velocity=0 time=120
note_on channel=0 note=72 velocity=71 time=0
note_on channel=0 note=63 velocity=62 time=0
note_on channel=0 note=63 velocity=0 time=120
note_on channel=0 note=62 velocity=62 time=0
note_on channel=0 note=62 velocity=0 time=120
note_on channel=0 note=72 velocity=0 time=0
note_on channel=0 note=75 velocity=72 time=0
note_on channel=0 note=60 velocity=67 time=0
note_on channel=0 note=60 velocity=0 time=120
note_on channel=0 note=75 velocity=0 time=0
note_on channel=0 note=79 velocity=81 time=120
note_on channel=0 note=75 velocity=65 time=0
note_on channel=0 note=79 velocity=0 time=120
note_on channel=0 note=78 velocity=81 time=0
note_on channel=0 note=78 velocity=0 time=120
note_on channel=0 note=75 velocity=0 time=0
note_on channel=0 note=79 velocity=86 time=0
note_on channel=0 note=74 velocity=65 time=0
note_on channel=0 note=79 velocity=0 time=120
note_on channel=0 note=74 velocity=0 time=120
note_on channel=0 note=81 velocity=76 time=0
note_on channel=0 note=72 velocity=65 time=0
note_on channel=0 note=72 velocity=0 time=240
note_on channel=0 note=81 velocity=0 time=0
note_on channel=0 note=74 velocity=73 time=0
note_on channel=0 note=70 velocity=68 time=0
note_on channel=0 note=70 velocity=0 time=120
note_on channel=0 note=74 velocity=0 time=0
note_on channel=0 note=79 velocity=81 time=120
note_on channel=0 note=69 velocity=63 time=0
note_on channel=0 note=79 velocity=0 time=120
note_on channel=0 note=78 velocity=81 time=0
note_on channel=0 note=78 velocity=0 time=120
note_on channel=0 note=69 velocity=0 time=0
note_on channel=0 note=79 velocity=86 time=0
note_on channel=0 note=70 velocity=67 time=0
note_on channel=0 note=79 velocity=0 time=120
note_on channel=0 note=70 velocity=0 time=120
note_on channel=0 note=81 velocity=77 time=0
note_on channel=0 note=72 velocity=62 time=0
note_on channel=0 note=72 velocity=0 time=238
<meta message set_tempo tempo=858124 time=2>
note_on channel=0 note=81 velocity=0 time=0
note_on channel=0 note=72 velocity=75 time=0
note_on channel=0 note=66 velocity=67 time=0
